name;class;mean_psGamma;std_psGamma;peak_psGamma;min_psGamma;peak_frequency_psGamma;Q1_psGamma;Q2_psGamma;Q3_psGamma;Q_range_psGamma;amplitude_psGamma;spec_centroid_psGamma;kurtosis_psGamma;skewness_psGamma;coef_var_psGamma;flatness_psGamma;1st_moment_psGamma;2nd_moment_psGamma;rms_psGamma;crest_factor_psGamma;line_length_psGamma;nonlinear_energy_psGamma;Hurst_exponent_psGamma;Hjorth_activity_psGamma;Hjorth_mobility_psGamma;Hjorth_complexity_psGamma;Shannon_entropy_psGamma;Renyi_entropy_psGamma;spectral_entropy_psGamma;approx_entropy_psGamma
O009;O;663.6992634063663;577.1611400327815;3265.2505703653596;27.029050322142304;33.17955333170613;209.72612692257735;443.58772106870356;1017.9732951614717;808.2471682388943;3238.2215200432174;40.0273998233076;1.725360039390031;1.2956272090394807;1.149937543211363;0.021124007952360652;18782272.13561257;20862195978.762646;33.07895688649898;98.71080825097167;66412.1986056745;73023003.53710432;0.5074226437266723;333114.98156394006;0.26647871763033576;1.051245922756691;9.4655664048094;2.8494194137968996;-1394782.9851056198;0.047929368043091
O010;O;2564.9699003361493;2472.559566090614;11842.201538043604;94.17392316945248;32.07780571149622;489.10780899212045;1889.8868094450313;3695.954199386986;3206.846390394866;11748.027614874152;38.77459455314949;1.8834980325669681;1.4245410066391775;1.0373743611732864;0.009257386036493261;70315157.22408248;322621243951.8801;133.988015875139;88.38254272739687;266701.1142646815;1810719420.5061452;0.5276692850385047;6113550.807866207;0.286551583446393;1.3756641055909438;9.4655664048094;2.8494194137968996;-6514898.221245807;0.004473334558912967
O011;O;2810.623872255914;3232.144481700474;16120.757243184116;34.536424802350396;31.315057359043205;532.2558412616479;1795.9744616910205;3445.8889234969924;2913.633082235345;16086.220818381766;37.62562218784349;4.029374626345629;2.0320470062005764;0.869584849368246;0.008471160879975095;74766290.65425174;442589439687.02594;161.08878354406983;100.07374125321323;279196.74545172445;2414787297.5642304;0.5220135135033558;10446757.950586826;0.24277153402791712;1.381881720899155;9.4655664048094;2.8494194137968996;-7301534.04940875;0.006436924305540437
O012;O;1755.753706948422;1137.0801720259642;5145.517838689759;77.2429662893067;47.544647302904565;893.1350198156291;1498.1519854135931;2422.565628062771;1529.4306082471417;5068.274872400452;42.540890194012015;0.05141526070627034;0.8087147902178218;1.5440896342604864;0.013048399142408768;52806767.23810082;128402854537.12659;78.67019224083766;65.40619378350422;179316.98319965947;581713954.0513674;0.5679256085391249;1292951.3176145963;0.3426773047873471;1.3520307398053628;9.4655664048094;2.8494194137968996;-4139755.2191790678;0.0025097448122837207
O013;O;1513.1067101680892;1050.7680938749738;5212.919883535842;15.559986986590223;31.781181352208936;609.1447472970198;1324.7319584456918;2170.6822714777654;1561.5375241807455;5197.359896549252;41.23740760307089;-0.1917032411793853;0.6889894784866195;1.44000062334223;0.013732197562531764;44114394.8949792;95087222788.32446;69.28208848068289;75.24195644000108;152259.0610135325;383833597.16591567;0.5701333608443526;1104113.587105646;0.304919394013915;1.1865193055969414;9.4655664048094;2.8494194137968996;-3516918.245296442;0.011920211856402574
O014;O;2867.0410439970005;2869.4963637425444;13575.783114970403;39.00221984180095;33.772802050280696;564.1783895709718;1819.2675809816399;4230.2719985778385;3666.0936090068667;13536.780895128602;38.6665717490869;1.6093225365121189;1.3748834675690509;0.9991443377393441;0.008353629115408713;78377064.30234793;422081852489.0239;152.55454993706172;88.98969660735298;282952.4678496878;2068122809.548105;0.5319373381163128;8234009.381531686;0.24753803046179226;1.3006885584038783;9.4655664048094;2.8494194137968996;-7413620.017471174;0.006436924305540437
O015;O;2707.8599245451837;2434.8008211425386;12054.509184645442;81.39070809147773;33.22192824017574;619.5743391172159;2102.0744602322907;4151.918743475344;3532.344404358128;11973.118476553964;39.14445828912307;0.27643461178965634;1.009852197664101;1.112148435728928;0.009035920133880486;74940380.87748685;346053382560.0133;136.95393256792335;88.01871518853186;262038.98110178023;1607495125.4428828;0.531814109410438;5928255.038636381;0.265454273780301;1.298530898597301;9.4655664048094;2.8494194137968996;-6899014.7060656175;0.004470549325227502
O016;O;982.2558169863411;763.2938929623141;3634.43742908047;18.252093964489095;36.2729216499878;429.9817120811947;748.2754262309949;1340.8570256326848;910.8753135514901;3616.1853351159807;41.914835816337124;1.0921404555854757;1.263112581859798;1.286864504017246;0.017720089261477223;29107961.548127573;43923145256.8567;46.78404533827399;77.68540327800896;100541.97112307657;151748550.06850618;0.5246876154247057;582617.5670335647;0.2929959884451325;1.0462885745462964;9.4655664048094;2.8494194137968996;-2160364.8474852946;0.01036410379879893
O017;O;2493.024062673217;2078.2241813800665;10602.432692245578;34.82505541358392;33.47617769099341;674.6981601444317;2133.1472545000133;3724.6102569097993;3049.9120967653676;10567.607636831994;39.42563590753299;1.0066667829575913;1.051887933097065;1.1995934245254034;0.009762770649942718;69490364.71559678;277570685774.7772;122.06488828532243;86.85898820849089;227760.9704872343;1048506763.4962633;0.5213371438973509;4319015.748072848;0.2428744449852628;1.187740639839188;9.4655664048094;2.8494194137968996;-6249316.163155569;0.009956622109773328
O018;O;3556.4015402632162;3161.1660290075697;17279.74958961398;62.26385197825881;47.79889675372224;1352.7446811056845;2422.2545725369882;5261.225929938628;3908.4812488329435;17217.48573763572;44.935996977105695;2.02617288757361;1.4533173007803573;1.1250283938359695;0.008041663796935477;112985987.34588784;741315708057.8137;178.95248624072534;96.56054493911536;396776.78576542425;3701234299.839078;0.48798113879172283;9992970.662951486;0.3121503801537149;1.4816910947821063;9.4655664048094;2.8494194137968996;-9315367.718951825;0.0014174346809738836
O019;O;1745.8193057855467;2283.8969254510343;13345.759403938242;16.902383852268358;37.756043446424215;159.87852045793898;765.8601249978308;2641.6410460373436;2481.7625255794046;13328.857020085974;37.875457507623096;4.4831451303725105;1.9821386001126458;0.7644037199449245;0.009375220835693723;46749459.38711385;215740929788.97406;108.11533350459304;123.44002438258471;178544.61916306432;910050383.2284138;0.46554610351650094;5216185.166084687;0.21923280163627856;1.1633424497405114;9.4655664048094;2.8494194137968996;-4375719.6276547015;0.037772185852054996
O020;O;1529.5284726527236;2113.3147684869846;14753.010970852696;6.663073962278051;36.866170368562365;164.15442116034018;843.5765702466066;1946.6855837074213;1782.531162547081;14746.347896890418;38.38561850090075;9.385587369251908;2.7590577446817175;0.7237580011555877;0.010581810245059985;41509310.781321585;179151501185.61215;98.11199803037046;150.36908091797213;157447.06396894236;939723307.2953558;0.45294937284408177;4466099.310705198;0.2595218467721464;1.2215164537302046;9.4655664048094;2.8494194137968996;-3764314.171031547;0.042853562181255356
O021;O;1895.367552531125;2469.990488994854;15191.214530231944;1.5979196302374192;35.00167439589944;190.56880217338264;604.8298562681526;2825.376751685395;2634.8079495120123;15189.616610601706;37.73985416620197;4.311981179462104;1.9938866811495426;0.7673582392223834;0.00909935360254109;50572342.7818802;251951703562.72675;117.09152825877604;129.73794736591765;198823.94887950027;1414747225.9869277;0.4862765111766864;6100853.015725037;0.2549284599769075;1.416193606414867;9.4655664048094;2.8494194137968996;-4792416.691994291;0.033850576826162104
O022;O;2112.0458320836765;2609.5542821437125;14714.46028302181;23.44960538264983;36.823795460092754;266.88114610065594;795.799244155289;3403.1244166065435;3136.2432705058877;14691.01067763916;37.56712622023356;3.68283250976363;1.7950837797300012;0.8093511779140536;0.008880965637189363;56095849.09626163;289640875798.17535;126.2589285611502;116.54193846493199;203136.89191266467;1101586326.9863062;0.49320602146533626;6809773.551454587;0.20689497438213336;1.2276049085056773;9.4655664048094;2.8494194137968996;-5382888.040266447;0.026072821771829346
O023;O;1302.1205220289426;1820.054746591633;8460.361695001287;3.778949138189245;35.976297290700515;93.00918713789125;422.75271039079496;1596.6138761760876;1503.6046890381963;8456.582745863097;38.47293198776103;2.424846630420185;1.8060076634887827;0.7154293157760162;0.01052968856507249;35418150.75870839;134105538521.67636;84.16422565705766;100.52206420189214;129119.87219304766;571730207.4979591;0.47773152975053046;3312599.280590733;0.2103321197180566;1.2759434179988323;9.4655664048094;2.8494194137968996;-3178121.6255353577;0.09827170100869154
O024;O;1422.4253329653834;1680.4905309307442;7768.562627519536;6.943132001386054;39.493414693678304;159.74113932836707;592.904451955945;2309.5733896265106;2149.8322502981437;7761.61949551815;37.76901059926419;1.7330999635992255;1.4853013908065222;0.8464346015550408;0.010984096580749014;37982583.41654404;126370595459.80316;82.80224949292445;93.82067123893016;131388.0293384172;485516920.1070143;0.4957702855498518;2824048.4245478944;0.21070558015810542;1.229230708371402;9.4655664048094;2.8494194137968996;-3442875.2432277966;0.052092205250954926
O025;O;1638.9398992499807;1973.7854676528875;10383.124029827886;14.80285639182792;36.400046375396634;227.14666295687584;801.7583110473851;2281.549276489765;2054.402613532889;10368.321173436058;38.29705950585997;2.741027151645514;1.7119522440100308;0.8303536154812783;0.010529825714932899;44375971.24560999;173276849234.25443;96.48675122623914;107.61191456723276;163185.2186522659;872952221.9497856;0.4670796649754703;3895829.072317728;0.2451540301813933;1.3234383095092888;9.4655664048094;2.8494194137968996;-4031679.5330847674;0.03495681219532987
O026;O;1349.5525202566457;1688.7961434608958;7666.378024059668;11.124604961064943;38.3916670734684;128.29455004946607;484.6436612109358;2163.1531311926647;2034.8585811431985;7655.253419098603;37.70292339212242;1.2214789635630607;1.4433184398563357;0.799121033928329;0.010910751759372448;35973627.22641162;121398841991.59695;81.30237986585713;94.29463241677082;145569.97006337543;798019275.7468432;0.47076125226252363;2852032.414168394;0.27482477293628615;1.555597783390323;9.4655664048094;2.8494194137968996;-3271228.9625868155;0.07960316015618485
O027;O;1395.772142791716;1693.8524244147068;9016.431952752024;2.6077299465651445;37.332294361728096;176.00056347607494;467.5911571656058;2322.7291498708455;2146.7285863947704;9013.824222805459;37.39488250019227;2.0577402475391375;1.5308297883932558;0.824022283567006;0.011074662870603987;36901677.84065363;122451906811.05006;82.54539628209254;109.22997960951162;144335.7618307798;693472739.2402344;0.5054534630538626;2869136.0356955803;0.24924559248660477;1.4289371122646644;9.4655664048094;2.8494194137968996;-3379653.8365502884;0.05173653213209306
O028;O;1111.6046207529407;1167.1286964748406;5496.706212670635;6.875137707024554;33.51855259946302;279.0742307424259;629.3229966322933;1609.9988145060447;1330.9245837636188;5489.83107496361;38.123815870205256;2.0193711200733997;1.5623689884132035;0.9524267753079818;0.014625572298057513;29961677.1866125;65302075880.48124;60.61745267346699;90.67860773167413;112652.76692091502;275169094.36969954;0.4912323451501222;1362189.3941350607;0.24007825899692814;1.1847500316003228;9.4655664048094;2.8494194137968996;-2555005.244759148;0.02173816058954614
O029;O;1247.7310723737685;1390.2961992603948;7628.816537540176;12.118458104577218;31.86593116914816;185.6389211988908;634.6836847254579;2082.629888390238;1896.9909671913474;7616.698079435599;37.71169402851605;2.054972555816966;1.4895748442244554;0.8974570117055145;0.0127196534179526;33267215.068880863;88129856921.7459;70.25671607519305;108.58487221884023;139082.39606514978;553022428.8921181;0.5008204405482524;1932923.5216778994;0.2796218545534735;1.4353774287637757;9.4655664048094;2.8494194137968996;-2942565.8572280533;0.04251989919072674
O030;O;1317.7884525492002;1555.1237651614856;8377.705596398238;39.05977196473437;35.00167439589944;214.28198756931585;484.1946212436017;2217.839524185254;2003.5575366159383;8338.645824433504;37.4959229997894;1.4844688488285538;1.4530072563395662;0.8473849362159028;0.012347456211627486;34934067.903185084;104940611970.31862;76.66101589959668;109.2824755592929;136780.18467833262;589987573.7231635;0.4983306739635865;2418409.9249700354;0.2505699437715498;1.4426213163133856;9.4655664048094;2.8494194137968996;-3149264.651155372;0.03466554020421242
O031;O;952.2425001152664;981.674357732224;5117.339224340953;10.250527797658052;37.16279472784965;212.11234741279878;559.9854840966913;1496.663069176147;1284.5507217633483;5107.088696543295;38.58208227110407;2.005769935118911;1.4682032310975952;0.9700187160995541;0.015718823260896516;25974825.426412746;48601021616.12008;51.435549317562064;99.49031928767012;99449.1363762504;267848479.63431627;0.50397687467266;963684.5446289745;0.26372535119609714;1.409435536773393;9.4655664048094;2.8494194137968996;-2143876.1491290154;0.03696000770768748
O032;O;1577.1246156593345;975.3528737441738;4615.141590157351;134.38069633221616;32.374430070783504;787.1461154512967;1408.1378853877566;2111.057805059536;1323.9116896082392;4480.760893825135;41.35351379659114;-0.07752997835925468;0.8020680493302599;1.6169784886213396;0.014159379490829216;46110288.69869653;94920567091.2856;69.7402260203843;66.17617770278514;158481.04059786757;466729949.7183325;0.5322604454828046;951313.2283210183;0.36509699599169104;1.4230532692059294;9.4655664048094;2.8494194137968996;-3655946.5778558822;0.004473334558912967
O033;O;4092.8287303642555;4749.215282667957;35353.54479612083;86.28043268758844;47.205648035147675;1183.701379818005;2580.4398416246318;5312.917775141001;4129.216395322996;35267.26436343324;45.6360591610804;11.445641208947654;2.9252411512279632;0.8617905247001217;0.007120551204980065;132053865.87107643;1313143243672.5864;235.78780291127947;149.93797117412134;451094.8993809465;5571235513.5870285;0.4886282896229375;22555045.801126882;0.2583084052884244;1.4630060290885347;9.4655664048094;2.8494194137968996;-11055761.895441882;0.0014174346809738836
O034;O;2623.909857112952;2060.8455289739054;13723.834799118267;150.30144306146798;47.248022943617286;990.7092429248482;2305.642218609472;3622.4208307065705;2631.7115877817223;13573.5333560568;41.599687540202275;5.357477982826861;1.7544348179960918;1.273220054692501;0.010045500950592937;77171757.9440158;321021105035.43854;125.48061624452771;109.37015779691609;242225.14132971532;1292411961.4144247;0.608851441792905;4247084.294291737;0.2817679449262479;1.298791936314101;9.4655664048094;2.8494194137968996;-6566643.153451183;0.0025097448122837207
O035;O;2859.931060435742;2778.262432560262;13321.586464372836;45.109591064416904;30.76418354893825;548.6035464688799;1955.1947658921647;4567.63925799496;4019.03571152608;13276.47687330842;38.621678528349605;1.0728684463279254;1.1797122804022184;1.0293955772206227;0.008378059298942813;78091923.98677959;406437552680.9908;149.9549570023975;88.83725307033265;272281.9186761827;1727903609.1731367;0.5684944956922365;7718742.144175663;0.25034777944261205;1.2897586901187166;9.4655664048094;2.8494194137968996;-7385684.270027317;0.008397728818485994
O036;O;1150.940709052142;964.1186906203538;6741.682868321708;56.57884883281283;44.536028801562125;413.2876236750592;944.8380468525769;1621.0116853770407;1207.7240617019816;6685.104019488896;41.2172287131305;5.287113104708425;1.8545242433189755;1.1937749161481135;0.01586538647904345;33539080.61326009;63888290323.87663;56.46580075926188;119.39408947841574;107798.97273437334;272553406.90944713;0.571485792364124;929524.8496035056;0.27263658390064616;1.2772154746774869;9.4655664048094;2.8494194137968996;-2598581.0117291305;0.004473334558912967
O037;O;2563.6928152476266;2565.5790880642676;14782.579276173094;20.705780905320523;30.76418354893825;558.6572754815737;1773.5022303001901;3719.237240974622;3160.5799654930483;14761.873495267773;38.32897786504755;2.4052786112659312;1.5021274310471493;0.9992647769755311;0.009120905039502341;69472453.69406426;329211754854.34515;136.40523757331601;108.3725195539332;245584.3797995169;1477175590.5609753;0.5280370631757144;6582196.057112679;0.23824899962375048;1.273138455238215;9.4655664048094;2.8494194137968996;-6531429.715668423;0.006436924305540437
O038;O;2922.977502360633;2741.1840589613607;15090.364884992081;39.33443341357084;30.637058823529415;655.7301486646053;2372.121796289023;4084.548807635361;3428.8186589707557;15051.03045157851;39.03326345727454;2.7520764306382492;1.517938688927304;1.0663193129279156;0.008673451075904162;80663999.10703555;408192051699.4022;150.7073727413498;100.13023656706423;284016.2733044593;1768788758.5909438;0.5419509096773384;7514090.0451038815;0.27102178682432404;1.1784858780846774;9.4655664048094;2.8494194137968996;-7521225.07352783;0.0005461550656544745
O039;O;2756.4829171512947;2582.7217529822415;13739.366403745234;69.59655574179877;30.76418354893825;612.9427081416356;1880.00244810636;4362.647992499691;3749.7052843580555;13669.769848003436;39.45375563366265;0.7991125007212321;1.1332329002954364;1.0672783136504786;0.008883557205280302;76888797.6191085;375404762616.4345;142.06324530299094;96.7130264724142;251779.25202740345;1522578213.3610117;0.5772277619787758;6670451.653327662;0.24440074816221677;1.229302904762723;9.4655664048094;2.8494194137968996;-7057510.790144111;0.0025097448122837207
O040;O;1313.4288491253856;975.2925192110118;4569.483629238924;19.615904574047182;30.170934830363684;468.7191807294945;1147.2325080292048;1845.485937154986;1376.7667564254916;4549.867724664877;40.88302397225861;0.06694952829763956;0.8494612058567259;1.346702474646189;0.014785925094165276;37963738.78912697;73183846784.62582;61.525754312870845;74.2694450522651;118940.46900600276;293879461.693426;0.5914915919040016;951195.4980289619;0.26761586937241544;1.2551326934238285;9.4655664048094;2.8494194137968996;-3006198.460620576;0.006436924305540437
O041;O;2527.0407045069046;2609.623505146766;16577.840731613855;44.048277893873355;31.993055894556996;687.0324286052878;1783.427304788689;3423.0714768837324;2736.0390482784446;16533.79245371998;38.66089732905817;5.667980160758809;2.096150946102415;0.9683545153249158;0.009473394885420075;69072246.48486763;327526998010.94543;136.6194684243241;121.34317987627516;233789.39054984116;1354135776.0020936;0.5317217974617237;6810134.838614495;0.23190869636502512;1.1752437920015704;9.4655664048094;2.8494194137968996;-6414562.408474397;0.000543369831971674
O042;O;810.7057717429865;902.1479461821712;4268.9539540993965;2.4500578593226643;36.65429582621431;120.50319841034721;431.6799621074999;1289.3573154470723;1168.854117036725;4266.503896240074;38.686363434624795;1.236931198086408;1.3704173706563185;0.8986394916419621;0.015971019303175363;22173823.493807383;39093030811.55642;45.615618760212904;93.58535672923692;74160.53863422002;138520012.44203478;0.46481302074803926;813870.9168007097;0.21980495019174479;1.12919618679305;9.4655664048094;2.8494194137968996;-1806276.1192303412;0.07492161270627307
O043;O;1401.1839446456172;1489.0845344651173;6625.0299601696925;10.218834819014514;41.739284842567734;194.95782264921718;738.2875658510706;2355.254427009192;2160.296604359975;6614.811125350678;39.52023292537695;0.9411023414562578;1.2480717323088912;0.9409700471766204;0.011875003768063132;39150206.915631145;115886999962.84541;76.89785651075623;86.15363627519324;163018.27661701647;741202388.0259757;0.4867276365781093;2217372.750783195;0.2949575670813912;1.525129955330324;9.4655664048094;2.8494194137968996;-3344016.921594516;0.042369476560050856
O044;O;1084.1670727023488;1318.3614720410687;6494.604777180679;6.442141216920781;38.13741762265072;123.31082582578307;612.074805514708;1596.191194275014;1472.880368449231;6488.1626359637585;39.45623018289023;3.4359363503872444;1.8557232521015776;0.8223594937311515;0.013080185557123817;30243441.923118696;81199846835.5103;64.19444485580907;101.17082236272304;120624.95391774655;437859209.48139864;0.4689199826991582;1738076.9709622937;0.2508132436880246;1.4169902398400247;9.4655664048094;2.8494194137968996;-2531568.6966728684;0.07885888186521406
O045;O;1294.426561385317;1597.9537203673244;8387.265068159817;9.318345781090382;36.56954600927508;177.33639097018252;488.7956490436536;1997.3174965926905;1819.981105622508;8377.946722378727;37.85213867979429;2.708000732528194;1.7016984536328776;0.8100525971977242;0.011760898450728923;34640747.294642955;109520900650.77357;77.34085009691644;108.44547296350723;122171.09396300183;410587904.0927435;0.4853247065633646;2553456.0924357735;0.21277135574494174;1.1469390240892214;9.4655664048094;2.8494194137968996;-3103281.703755075;0.06510118127695819
O046;O;1137.0795477257452;1239.376989148;6327.163475429008;19.63535851590279;30.001435196485236;164.21833998144825;681.7916641088609;1817.1623059138087;1652.9439659323605;6307.528116913105;38.522549794688544;1.3579684062718451;1.3656338480170287;0.917460593251309;0.013466890985471682;30968864.87293537;74542987041.84746;63.25679259315651;100.02346334761079;111572.25751566791;310471935.30867535;0.49525136414702475;1536055.3212295617;0.25293498401235454;1.1972399179686306;9.4655664048094;2.8494194137968996;-2644906.8792835046;0.06559668328359525
O047;O;1130.2006768875704;1080.8324638183337;4554.544219194223;25.305516978965713;34.620300219672934;252.64785415103168;635.4663663279492;1840.6791366607204;1588.0312825096887;4529.238702215257;39.1882323738035;-0.018557194107370556;1.0086923728260395;1.0456761012662685;0.014593782017927662;31313430.69571438;64770715202.745674;58.81373740075424;77.44014273671739;107922.31668779293;260997364.90213;0.5267303504803019;1168198.8148436097;0.26044711136343845;1.1787965170718866;9.4655664048094;2.8494194137968996;-2590935.2430873844;0.03351691383563349
O048;O;1328.2316062691261;1550.5806081148191;9049.048444872107;0.2541412713484484;36.56954600927508;189.34419203407697;573.5130510987573;2182.8279032646296;1993.4837112305527;9048.794303600758;37.828038530869954;4.3867199411490585;1.8114156989251657;0.8566027456540793;0.01180579799377832;35522788.24056653;107432502703.08607;76.78566784654085;117.84814404371639;127772.81500388059;527961575.6299309;0.4941596426237995;2404300.222261722;0.24488704257627036;1.308391829690954;9.4655664048094;2.8494194137968996;-3173061.2773905746;0.049623706527591516
O049;O;708.559816353689;647.3713278010221;2758.045921989799;6.318013967908901;40.383287771540154;152.58728148229116;482.8789378889172;1157.2115275507053;1004.6242460684142;2751.72790802189;39.200062062538166;-0.24841123406221755;0.9000295399794002;1.0945183790584467;0.01901787860989555;19637341.264692277;24580039411.438698;36.0956345907148;76.40940388673137;68395.62605720475;98471842.07154387;0.491128583128323;419089.63605885836;0.2537968208438392;1.1995963945072063;9.4655664048094;2.8494194137968996;-1517386.1874763505;0.06347125452085844
O050;O;897.8348242183773;1054.2326329250984;6082.645332358099;5.85500356850858;40.25616304613132;98.15898131191507;470.78572814997796;1403.2866235911163;1305.1276422792012;6076.790328789591;39.27468218279496;3.1387094318188726;1.6840278123140757;0.8516477257275028;0.014240510970334967;24930359.403292403;53392729389.757355;52.07862915956237;116.79733953291357;106231.22846217375;355147248.93999726;0.48933940766134193;1111406.4443241851;0.2939302087073917;1.5575949354312963;9.4655664048094;2.8494194137968996;-2042130.5999184425;0.1434469829578191
O051;O;600.8611266984595;665.5749934626599;3376.7320234562912;0.5601957775617804;39.91716377837442;87.38749115784793;308.6254015474698;941.0876340101031;853.7001428522551;3376.1718276787296;39.47534119314511;2.4361812136485;1.5534237066829168;0.9027699847502896;0.018999162401989497;16769472.976186333;22137434008.862;33.722894516467996;100.13173755910313;65543.43241834211;86213174.58059707;0.4726909303054153;442990.0719228197;0.25601902606495347;1.0694095236338255;9.4655664048094;2.8494194137968996;-1281279.250897786;0.1276269587069967
O052;O;932.3284731031802;1149.6651459315196;7452.224678199747;0.6949625577703913;37.798418354893826;102.38118086220419;532.5144738542906;1431.9186322924147;1329.5374514302105;7451.529715641977;39.22891792262566;6.82768044555981;2.2172654562073757;0.8109565436532028;0.014098844627930455;25857985.663842134;59825636929.29241;55.66832381670059;133.86831446080055;98894.67740748127;276102083.679998;0.462826038488409;1321729.9477697425;0.2895074842297304;1.2055360156365527;9.4655664048094;2.8494194137968996;-2134518.7699803365;0.09964760480566337
O053;O;1122.0921585731564;1306.006814798762;7073.616046646338;13.582521261799496;40.93416158164511;178.22833735772983;606.9664172472162;1565.6004221089656;1387.372084751236;7060.033525384539;38.98930860649106;2.1409041772489;1.5972170697915267;0.8591778740037093;0.013349681103863;30930965.40106148;79843593654.0388;64.75658494454895;109.23392659917866;119324.26797611699;316302264.86223924;0.478220306158486;1705653.800300808;0.26674332221333824;1.1280621527395975;9.4655664048094;2.8494194137968996;-2619139.747067577;0.04014047205402527
O054;O;1168.6430373980158;1253.8641334984627;6169.319006723164;8.711972331860538;39.32391505979986;196.96722246464907;673.3156925247652;1986.8275397570878;1789.8603172924388;6160.607034391304;39.31969946209421;1.022589533830259;1.2870158594786147;0.9320332292601211;0.013448949781741815;32487139.957333952;79978773926.78607;64.4627653030261;95.70360467352702;111763.02918749463;263386311.3723312;0.46747768629627356;1572175.2652738506;0.22622490204947107;1.1088259883092892;9.4655664048094;2.8494194137968996;-2723255.9961345536;0.0381824527747634
O055;O;1119.8288760200826;1133.5079769306915;5646.895890344633;15.304123497439827;34.70505003661216;176.87198954594342;636.7089815243869;1902.0711288570424;1725.1991393110989;5631.591766847193;38.596514679919814;0.7037336251395869;1.1319618150108146;0.9879320647150194;0.013953880580730679;30557594.598181207;66527209066.3172;59.92518963394821;94.23242420822663;120158.90752420071;349481858.45851135;0.5003035361556902;1284840.3337655088;0.2831302035934332;1.3002368887385;9.4655664048094;2.8494194137968996;-2582366.98610867;0.04129466888996891
O056;O;1630.8155526042167;1741.6326148581422;7845.891180229909;17.26515683678632;32.24730534537467;213.53188398908406;752.1221817996263;2857.3376566145316;2643.8057726254474;7828.6260233931225;38.2622956623382;0.34444320980908527;1.0949374566836925;0.9363717345963048;0.010920647885673524;44115914.019048765;148649002792.07315;89.73356390934138;87.43541255261724;146521.58590221647;585697032.0438344;0.4990534331409104;3033284.16513761;0.22668913927937595;1.2286200632191566;9.4655664048094;2.8494194137968996;-3975813.794372485;0.04366852555930567
O057;O;605.2992876473602;653.4790207914496;3403.7437839210515;7.096016668583983;34.70505003661216;94.57649562472858;308.1131719293063;979.3561466755922;884.7796510508635;3396.6477672524675;38.810730401305385;1.839293866081845;1.42424829701417;0.9262719511856137;0.01930834362834013;16608919.977743614;21131393777.84785;33.49981650904915;101.60484858183072;61376.025130645;95523644.75494976;0.4715280068203381;427034.8306145518;0.2506159114146187;1.2643736908482142;9.4655664048094;2.8494194137968996;-1288719.979249603;0.13488456075788946
O058;O;3144.595976053683;5191.010915692969;38900.49537755198;48.52606810477569;30.425184281181355;542.9299552463829;1203.4955651551552;3054.568087066159;2511.6381318197764;38851.96930944721;35.680697290400445;14.505176535541189;3.4247472159607533;0.6057771842758489;0.007246796241439657;79326373.62538324;834371698285.8917;228.25541594295987;170.42528965565953;441186.1264554927;10354775884.793816;0.5169441159814979;26946594.32684356;0.3378024153300764;1.685051667709983;9.4655664048094;2.8494194137968996;-8552334.652478017;0.002509744812284609
O059;O;3658.6058161465617;5994.924883467873;38503.15338887076;68.79676163589569;31.357432267512817;602.3404786430988;1407.4759052131144;3705.639176748178;3103.2986981050794;38434.35662723487;35.7015811711857;9.775883464589706;3.045712207291788;0.6102838462973659;0.006682223886451975;92346934.8505997;1123673356536.3315;264.1324323774194;145.7721531669141;408639.0947713433;8658620736.753931;0.5077154547588096;35939124.35842229;0.24553923140101921;1.4895039028085006;9.4655664048094;2.8494194137968996;-10120473.647453655;0.0005461550656553626
O060;O;4432.561942603938;8128.389899392154;61692.89209584284;66.77234299887667;30.806558457407863;506.16673482694534;1524.9086658110587;4086.986732356145;3580.8199975291996;61626.119752843966;34.95413834207637;12.520188186816315;3.36579224440511;0.5453185683102392;0.005492661067432409;109540023.0295818;1919104947185.66;348.19869413348954;177.17726440464918;632767.7367912479;23345043243.50674;0.5206160835886159;66070722.3565404;0.355243138731116;1.7550722966281969;9.4655664048094;2.8494194137968996;-12714959.193440842;0.006434139071856748
O061;O;4159.3872041304385;6658.784168910407;51248.177405211085;42.291314670813826;30.001435196485236;426.2057019178128;954.1649936333566;4828.18124124129;4401.975539323477;51205.88609054027;34.951828767027074;8.300162200376317;2.604914449033695;0.6246466469885671;0.005551648319518407;102782379.8595131;1400082064437.6084;295.27133380777457;173.56299625948216;537986.4312194886;12090910918.779217;0.5195984767778743;44339406.60813186;0.26971164624144467;1.6379557579852055;9.4655664048094;2.8494194137968996;-11763182.451624667;0.015032427971608975
O062;O;3801.375181690129;6534.493801484901;44623.97375054897;20.186233527293;30.170934830363684;547.0923682063598;1476.124524155859;3879.9208159931795;3332.8284477868197;44603.78751702167;35.38958620886594;15.517936814043221;3.615944670661488;0.5817398098726948;0.0063388847592043066;95112069.95619905;1282995996239.0984;284.3142635246857;156.95298996729537;345921.32607549324;6260120076.94886;0.5222403813763523;42699609.24164459;0.20314719816329255;1.5219151654575165;9.4655664048094;2.8494194137968996;-10605883.271150986;0.002509744812284609
