name;class;mean_ts;std_ts;peak_ts;min_ts;peak_frequency_ts;Q1_ts;Q2_ts;Q3_ts;Q_range_ts;amplitude_ts;spec_centroid_ts;kurtosis_ts;skewness_ts;coef_var_ts;1st_moment_ts;2nd_moment_ts;rms_ts;crest_factor_ts;line_length_ts;nonlinear_energy_ts;Hurst_exponent_ts;Hjorth_activity_ts;Hjorth_mobility_ts;Hjorth_complexity_ts;Shannon_entropy_ts;Renyi_entropy_ts;approx_entropy_ts
O021;O;-27.3470832316329;60.683444700661575;186;-208;80.00382719062729;-69.0;-29.0;12.0;81.0;394;87.57283885575579;0.024851548677713886;0.19844687568556396;-0.45065146460505334;-9811748.438237734;1537102022.8731318;1.0398859588551024;178.86576736239712;70713;3903546;0.7318542562150749;3682.4804607382516;0.3574733417535367;0.6030152537976077;7.888543196881037;2.510831525796058;1.2800272714442409
O022;O;-18.674395899438615;68.06409785399363;289;-228;79.49532828899196;-65.0;-24.0;21.0;86.0;517;88.20464501570362;0.8404668077855089;0.5136023259308607;-0.27436484855051824;-6748449.185506469;1795344894.4722092;1.102668837199932;262.09138251687034;79213;4935528;0.7989751997168368;4632.72141667802;0.3639494605706013;0.5491114398250841;8.013409210260466;2.5672182591978965;1.1808595726632607
O023;O;-6.026116670734684;46.351276794837595;146;-188;95.34354405662681;-36.0;-6.0;24.0;60.0;334;83.96116718356636;0.14018190379180506;-0.02873459043307313;-0.13000972330077964;-2072917.2565950698;701637002.6347499;0.7302446490119141;199.93299532910098;57165;2514682;0.6592977744309415;2148.44086051165;0.38492014496263893;0.5992992899263216;7.522273635233308;2.415193082784851;1.342932897781262
O024;O;-52.311935562606784;71.14828483210198;212;-343;145.0916865999512;-98.0;-55.0;-9.0;89.0;555;86.48331631223;0.5359092071375695;0.20335566569455824;-0.735252236734226;-18535277.31866976;2983227146.130249;1.3796718875053673;153.65972295291496;82024;5640151;0.7460659279230674;5062.078434549912;0.3680296313810285;0.5441631683067291;8.10134580472812;2.5918794731294694;1.0733393460799645
O025;O;4.90407615328289;65.68408222716485;300;-259;119.66674151818405;-37.0;4.0;48.0;85.0;559;81.38979166532025;0.4089129701772558;0.08601994324700231;0.07466156162953465;1635283.6941396142;1669486348.5750334;1.0290447168493724;291.53252048998456;75336;4454695;0.7007443425835148;4314.398658024954;0.362033573363186;0.5593564528652331;7.987953107468049;2.550203051806497;1.1577595849034488
O026;O;-52.261654869416645;45.76064881245008;138;-199;169.41488406150845;-82.0;-52.0;-24.0;58.0;337;87.1786558299548;0.74391764990914;0.2622378858873994;-1.1420654257681295;-18666345.071686603;1727622515.5592337;1.0852504324820347;127.15958996154048;59788;3130317;0.8258277847393652;2094.0369797363887;0.4072641203707278;0.6039437156905685;7.48324161696053;2.4271532957921207;1.3322716805559045
O027;O;-51.714181108127896;68.56331788182742;242;-258;51.40076397363925;-99.0;-53.0;-8.0;91.0;500;86.8271602613164;0.3037344185785278;0.2684321060546761;-0.7542543550366113;-18396330.926045887;2584234028.581399;1.3417031030217637;180.36777246394618;83290;5504798;0.7323024293843952;4700.928558964515;0.37699683041916976;0.5239061340185631;8.046367790418577;2.5526196867282467;1.0862223235822084
O028;O;56.486209421527946;46.51518099167085;228;-98;86.4024383695387;24.0;56.0;87.0;63.0;326;86.94086689402563;0.16007305635100444;0.06500496979035442;1.2143607359421549;20120203.180082988;1926665394.834113;1.143195628675875;199.4409305641631;56932;3188909;0.7153411360174182;2163.6620626878976;0.37861743379669194;0.7348485782060591;7.523649448660876;2.4278303989854564;1.4917706513851252
O029;O;2.873810104954845;41.287852758527855;138;-164;96.10629240907983;-24.0;3.0;29.0;53.0;302;94.80366886383824;0.49947682228947876;-0.0072176859472959706;0.06960425192761496;1116218.3972028315;601839790.2287333;0.6466046144606761;213.42254124663785;51694;2023825;0.6934064203585083;1704.686785409876;0.38715485396070043;0.6953691157324811;7.3514020785187455;2.387760138646622;1.4722662006188312
O030;O;-29.007078350012204;59.18744563629141;186;-240;51.52788869904809;-68.0;-30.0;9.0;77.0;426;85.65632841389755;0.23711722750995756;0.11879155964560059;-0.49008836313466797;-10179569.381364413;1585219570.6754384;1.0297697579053702;180.62289999498344;66969;3591158;0.6685027278539992;3503.1537209489506;0.35181578489859994;0.5984613588802687;7.855082594268033;2.5136854337782855;1.2725097644569638
O031;O;-14.195752989992677;43.88037359953828;117;-191;81.52932389553332;-43.0;-14.0;15.0;58.0;308;87.45645520177142;0.09109737471956159;-0.09717470727122587;-0.32351030370767053;-5086467.434535026;744611325.2873689;0.7205289513821251;162.38070625138593;50490;2052159;0.7018145792554736;1925.4871872350564;0.3558495011246254;0.6926741248872452;7.439291426318733;2.3876567369141894;1.4684923346150507
O032;O;-2.4849890163534294;41.189375319436394;171;-157;19.831457163778374;-30.0;-2.0;25.0;55.0;328;63.2881806893471;0.3151596762113149;0.08928373911958869;-0.06033082553647799;-644336.9675982428;616668489.2166635;0.6446754958138282;265.249728135133;58279;2507571;0.6994043124482202;1696.5646392053957;0.4395957630592494;0.7500200965068008;7.34885190739845;2.3762358475050407;1.4999100745581861
O033;O;7.6043446424212835;50.24478921944503;200;-177;93.39429826702467;-28.0;7.0;42.0;70.0;377;96.1604583007471;0.0020017988798946007;0.04416841926989279;0.15134593577871666;2995879.0783597757;903667329.016827;0.7939183192058901;251.91508390944836;83523;4859729;0.7358849181352953;2524.5388437064594;0.5084455557563212;0.7835862790623622;7.631069385494989;2.4472136139243803;1.4251552154093892
O034;O;-13.83060776177691;61.90369515786099;201;-260;82.1225726141079;-54.0;-15.0;27.0;81.0;461;89.21345088094026;0.2153836128149651;-0.008462905728527067;-0.22342136000940482;-5055190.980717598;1449650590.0849354;0.9909713463265721;202.83129350317355;80440;4885962;0.8159091665690377;3832.0674741973817;0.4023475236060635;0.6958551562888229;7.916292027574104;2.5316419626127176;1.2625598966667475
O035;O;5.288991945325848;89.27481524449337;278;-260;164.96551867219918;-57.0;6.0;68.0;125.0;538;96.86690334056475;-0.32169967737690053;-0.025284481083179593;0.05924394165186562;2099008.9284866974;3000273198.6062903;1.3971942728759035;198.97018288500493;117869;9897301;0.6830730286580023;7969.992636938427;0.4016984195136251;0.5788600432809017;8.431440023196046;2.645348374999811;0.9044047272466456
O036;O;-5.549914571637784;45.91762328890039;173;-178;93.47904808396389;-36.0;-5.0;24.0;60.0;351;74.01960974235637;0.3514451114700967;0.0531050138145726;-0.12086676474344782;-1683057.886321699;771273553.4984623;0.7225962871845039;239.41446014630174;60910;2714259;0.6481816037121999;2108.428128501367;0.4075996988960856;0.6609234707223469;7.498003059157299;2.4155007129920922;1.404941510852339
O037;O;-18.782767878935807;97.90172886307658;294;-303;16.949963387844765;-87.0;-22.0;50.0;137.0;597;84.76182517319778;-0.2614092201705085;0.08070001832924671;-0.19185328080574568;-6522676.732553088;3513427503.1143985;1.5574226347588822;188.773421830688;129155;11715917;0.7494165039974927;9584.748514379364;0.3980957290915164;0.5566480900215559;8.546032781752707;2.684009791387418;0.7978093042340637
O038;O;-51.380522333414696;97.25913811919727;295;-396;82.8429460580913;-117.0;-53.0;12.0;129.0;691;86.12179342465873;0.047221514235449735;0.09357775570762318;-0.5282847794769124;-18129154.24665121;4557357398.141394;1.7184903790964365;171.6622935969579;127618;12194922;0.7320818471268361;9459.339947689092;0.4038540588119575;0.5273398633157289;8.532145258439261;2.6960786186542482;0.8098811604847711
O039;O;4.809616792775201;89.22520549626223;313;-259;80.89370026848914;-59.0;5.0;69.0;128.0;572;91.1941792563078;-0.280230117215456;-0.014372976432536018;0.0539042388977931;1796981.3022455452;2930331632.219166;1.3959974260917405;224.21244778099657;121847;10215906;0.6977062709971067;7961.137295850223;0.40797328573843117;0.5499303979348112;8.415441931837407;2.6450180916504675;0.8824454929706498
O040;O;-4.797656822064925;63.12687623875076;247;-179;50.93463998047352;-47.0;-6.0;38.0;85.0;426;76.75415289128739;-0.02895355249282172;0.10474866050781124;-0.07600022538609093;-1508679.629231145;1307429133.332248;0.9890812267396505;249.72670931607544;83841;5088978;0.7212005295067981;3985.0025036625557;0.408119404134005;0.5825185059785787;7.940629479229746;2.5169392441211427;1.1729402465605299
O041;O;-19.30900659018794;98.36695232472677;360;-324;65.34210886014158;-88.0;-22.0;49.0;137.0;684;85.275113357636;-0.13747485604024545;0.13438660872246813;-0.196295667740579;-6746028.942609226;3424562294.050479;1.5661241018064207;229.86684106627553;132702;12231765;0.7855405939426963;9676.057309655069;0.4039205851814275;0.5255671374788234;8.549383852735245;2.681508538932195;0.7800897442806303
O042;O;-75.99536246033684;31.7506797656576;31;-207;123.73473273126679;-96.0;-76.0;-55.0;41.0;238;85.59117703263165;0.5930151963096337;-0.24531599482318206;-2.393503478389634;-26649069.74264096;2359457241.181992;1.2867398660206202;24.091893644261443;43608;2648312;0.6268564738469308;1008.105665581339;0.42802378957988385;0.7201588985794479;6.976704867838191;2.287635284811978;1.4975556825909706
O043;O;-2.3116914815718816;37.75724708049299;153;-158;10.720851842811815;-27.0;-2.0;23.0;50.0;311;101.17446747695593;0.33723296236456113;-0.0696340025807991;-0.06122510670981096;-958223.3814742495;492737405.86364174;0.5909895444017859;258.8878288106947;50862;2021801;0.7466976599050591;1425.6097070973963;0.4265880229036563;0.6850513903832861;7.22881354064307;2.3532284106735735;1.4613910182278627
O044;O;-3.0707835001220407;40.22336789200141;156;-141;83.9023187698316;-29.0;-4.0;22.0;51.0;297;114.15888587687691;0.66215598908639;0.10285547381492562;-0.07634327161184032;-1436232.9432169884;609509664.00145;0.6302420462226597;247.52394883042507;50561;1993175;0.7240381451512556;1617.9193245752904;0.39678412120386636;0.6618266338050091;7.308108750274039;2.3886656912408823;1.402905326413677
O045;O;-50.904564315352694;75.95229237022245;245;-279;9.661479131071516;-101.0;-56.0;-5.0;96.0;524;88.48745368609295;0.35654797031394425;0.34344967838090124;-0.6702176159110917;-18454589.3909568;2757044285.577855;1.4284689872907153;171.51229895769433;90541;6498909;0.734991619331062;5768.750716291752;0.3716691716327079;0.5083196129862915;8.176209539343983;2.607622213158442;1.0258120282550651
O046;O;6.600927507932633;66.67723873709075;255;-225;83.30907005125702;-37.0;4.0;46.0;83.0;480;64.59470973869611;0.6344248211601689;0.20280597386301966;0.09899821337773419;1746899.3301732978;1651532938.922021;1.0467969450523111;243.60025237488347;75516;4561550;0.6225869634365414;4445.854165602995;0.3609599399119093;0.5319540529271792;7.991365428318008;2.571233568189567;1.1389267871460609
O047;O;56.33024164022456;39.017060608982234;199;-84;111.82738345130585;30.0;54.0;82.0;52.0;283;86.99967293863672;0.12206076246175179;0.18210961815851337;1.4437336068124158;20078219.519143276;1666841132.9664855;1.0705441215044083;185.88678037888843;51635;2814683;0.6818803905138983;1522.331018564993;0.4084305686511986;0.7958343169521749;7.281312181225616;2.3527220600276078;1.5722825256336463
O048;O;-27.613131559677814;54.975832472962274;218;-217;161.02465218452528;-65.0;-29.0;6.0;71.0;435;87.13436714253261;0.6337300042942173;0.3102097780255876;-0.5022776430581248;-9857598.089201856;1332910364.9201856;0.961147510853328;226.8122192882285;62549;3240244;0.7233221149781777;3022.3421560952133;0.35813073634770903;0.6041629212938355;7.737260727000614;2.496128778275356;1.3421105570761016
O049;O;-15.723456187454234;45.47842838470547;160;-191;169.92338296314378;-44.0;-15.0;14.0;58.0;351;72.78671635929807;0.35634685415113054;-0.10071347787584078;-0.3457343788234793;-4688847.481149622;804375205.6035613;0.7517800084230614;212.82821863754668;47820;1951061;0.6769268287171751;2068.2874483427836;0.33233377432684225;0.731020351499015;7.4929226984391715;2.415898503352367;1.4387542963218714
O050;O;-6.124969489870637;39.819926667805824;141;-144;11.907349279960949;-31.0;-5.0;19.0;50.0;285;93.12481553138575;0.3918762005556431;-0.05887513733117941;-0.15381669436429773;-2336874.120944594;619556863.999734;0.629426828983324;224.0133300764268;48551;1833779;0.6897981020532378;1585.6265598294333;0.3838488843356671;0.6548766633529626;7.300768288306393;2.374182376672273;1.376791856384786
O051;O;-74.91139858433;29.81002757674775;32;-188;108.18314132291921;-95.0;-75.0;-55.0;40.0;220;86.99245200287595;0.07366635198097038;0.05164158419802332;-2.5129597210692274;-26699027.429106664;2331107917.7727976;1.259608458560219;25.404719841733385;39536;2427017;0.7429216549206743;888.6377441264614;0.4076821442201425;0.7631748976181814;6.901194946742059;2.243932682183271;1.5247202730562188
O052;O;-52.48889431291189;37.5363325569186;79;-191;83.9023187698316;-77.0;-53.0;-30.0;47.0;270;87.03937769623852;0.3643395677373973;0.13110445207889823;-1.3983490324559495;-18717557.055443004;1474967665.2183282;1.0081508540391093;78.36128857451263;50473;2445796;0.7422838743814292;1408.9762618235875;0.42084633478034394;0.6570057236675858;7.220335627735347;2.358030728659189;1.4117101580031717
O053;O;-51.97608005857945;60.93579021102352;183;-297;68.05410300219674;-90.0;-53.0;-15.0;75.0;480;87.39201603748089;0.7542230212458625;0.11664289802041249;-0.8529647335102052;-18609780.247117404;2370426964.506488;1.2512803720254275;146.25019627198407;73192;4572834;0.6788673829300519;3713.17052864187;0.3817431325547214;0.5362578725460921;7.870839684000485;2.544877253600175;1.182780742515571
O054;O;5.496460824993898;67.65745283962008;292;-240;84.66506712228461;-40.0;4.0;51.0;91.0;532;84.18658950444181;0.17688327962557882;0.06570609753059917;0.08123954707581277;1895797.809050525;1693340121.1651797;1.0605010313421164;275.3415521250928;78929;4796314;0.7100339130675055;4577.530924745414;0.3642653836157327;0.5164687612936917;8.032931301490285;2.5545879338902204;1.109614639873075
O055;O;2.4320234317793505;36.72349272431772;150;-133;116.95474737612888;-21.0;2.0;27.0;48.0;283;88.24197465354163;0.22672872855667103;-0.025362285320020123;0.06622527573933355;879243.0354478888;507947127.4855578;0.57499130446158;260.8735103228379;46944;1681123;0.7563340973308377;1348.6149178730168;0.39598796996718183;0.754001326083805;7.187750042444928;2.338183071940692;1.5314288180114684
O056;O;-18.559921894068832;63.187111553170055;258;-217;130.72659262875277;-58.0;-22.0;21.0;79.0;475;82.29349384703298;0.6969821113748771;0.28763292171475;-0.2937295508190973;-6257597.272128387;1696660812.2648158;1.0288826007794316;250.75747204253594;74408;4438935;0.6945563029557249;3992.611066432757;0.3729150057176053;0.5471100211330472;7.919647186699012;2.5457308461203283;1.1794701887296277
O057;O;8.66268000976324;37.40186026816095;148;-122;67.587979009031;-16.0;8.0;34.0;50.0;270;86.00181513652744;-0.022443193909660764;0.07072670926352863;0.2316109398744937;3052290.4210104956;544397280.7070979;0.5998008734071276;246.74855699908568;40489;1311646;0.6880261767221796;1398.8991515190366;0.3319124928214761;0.6906596513086134;7.218854749206534;2.32761212680377;1.453987538783724
O058;O;-76.13448865023187;50.678469519338144;116;-246;110.51376128874787;-109.0;-76.0;-42.0;67.0;362;86.67362539417482;-0.010510024027914344;0.00045227528100456215;-1.502304417878683;-27035497.253827192;2964351113.2309914;1.4288740815913035;81.18280084611341;78405;6386896;0.7258533373053696;2568.3072728224856;0.4788636923021538;0.8606228965302416;7.6494769176357575;2.4466428053513196;1.4524582589565247
O059;O;-3.804979253112033;47.43043202383975;162;-185;86.91093727117403;-35.0;-4.0;27.0;62.0;347;82.46998760555597;0.2419670026598646;0.021618092519283486;-0.08022231910515917;-1285624.636783012;802550987.7017722;0.7433906562678766;217.9204145681705;73469;3904191;0.7293686454956746;2249.6458819680834;0.48059265904636833;0.8418113697696769;7.550679820304488;2.430534176704088;1.4981896616951627
O060;O;-3.9628996826946548;59.784154022511665;237;-203;157.80415914083477;-44.0;-6.0;34.0;78.0;440;97.56736808258924;0.3700055117986478;0.17448533607403013;-0.06628679032913017;-1584103.788188919;1292016776.932026;0.9360631478506648;253.18804670837216;87955;5578616;0.6946668394013735;3574.1450721873975;0.45626603281578393;0.7640964652081462;7.867965346120899;2.528499756871984;1.3047609343670379
O061;O;-5.2455455211130095;56.96278472257302;213;-192;106.82714425189164;-43.0;-6.0;31.0;74.0;405;79.10961034452019;0.1611571497141897;0.10071730975436947;-0.09208723812679619;-1700144.6359140836;1163147475.1431243;0.8937002678191887;238.33494032598148;81812;4868576;0.6863604289958481;3244.7588433501983;0.44028144758083065;0.8073248899800727;7.813814495395923;2.5066441430866457;1.3801533947086568
O062;O;-76.10275811569441;53.937315561368386;109;-271;12.881972174762023;-113.0;-76.0;-40.0;73.0;380;86.74415496552278;-0.10408107035664305;0.06214659500427859;-1.410948196506124;-27046220.309165247;3089198207.4800415;1.457297444428668;74.79598651374383;84115;6724983;0.691508733310045;2909.234009966632;0.47925297536658784;0.7998066624449425;7.727100322336556;2.4659294209148395;1.403190329210604
O063;O;-3.186477910666341;60.18575008481835;201;-215;11.356475469855994;-43.0;-3.0;37.0;80.0;416;86.9335967300807;0.026970282197822826;0.05594880436024939;-0.052944059119903186;-1134918.1053112035;1371555531.239092;0.9416044962060319;213.46542078960007;92004;6029440;0.7168188975022863;3622.3245132722122;0.47109700749642125;0.7504720697163655;7.889536717856407;2.5146736215997914;1.2776067783029
O064;O;-50.20136685379546;76.23994289376549;220;-315;136.1929558213327;-100.0;-50.0;-2.0;98.0;535;85.94208729449775;0.28704105488278486;0.06679465574251647;-0.6584654309585097;-17676138.804295827;2953511229.3804154;1.4261330705398683;154.26330441711033;107026;8789329;0.7042894325615353;5812.528892444622;0.4326780792506063;0.6826706804339319;8.19803236969207;2.609000953459787;1.0882052209577449
O065;O;5.62313888210886;76.71081230847838;287;-257;13.26334635098853;-44.0;6.0;56.0;100.0;544;91.06447106035696;0.28366338575212335;-0.031308879448844744;0.07330308092028076;2097943.2842885037;2045944170.4624338;1.201675709008146;238.8331542766123;126121;11150130;0.6867414884695828;5884.548725026599;0.5066001486229829;1.049727407832751;8.20420880130052;2.6099857477664328;1.0548348686586992
O066;O;2.203319502074689;57.386429180189545;223;-169;113.39525506468148;-36.0;1.0;41.0;77.0;392;100.89889127102462;0.022849559396139085;0.11485110258228737;0.038394434599797335;910814.2915035393;1185199802.5734172;0.8972140960860768;248.5471427308091;92766;6201918;0.680458224026483;3293.2022540529097;0.5019310886310185;1.0405394428848413;7.814151750570855;2.4880167031452083;1.3708983960504213
O067;O;-28.063705150109836;82.09653433730735;293;-329;110.30188674639982;-80.0;-30.0;22.0;102.0;622;86.52034341874902;0.6484886890283219;0.21935099109565503;-0.34183787874413074;-9947849.525257505;2770704070.3426557;1.3554698935799019;216.16120091473528;121266;11175687;0.7337355042810912;6739.840950196685;0.4546805668659366;0.9111793082025135;8.280701723445276;2.6444426927612796;1.0327686082810565
O068;O;7.9565535757871615;65.47428635668085;226;-270;108.4797656822065;-33.0;9.0;50.0;83.0;496;84.78033264498258;0.38972229056886576;-0.09009249720930514;0.1215218067814082;2763669.283561142;1526086935.7259972;1.0304361277185239;219.32460821262532;90379;5990330;0.7022111965086322;4286.882173916643;0.4252373441914612;0.6919209585220981;7.988582817761321;2.557093454776397;1.2311709804784403
O069;O;-5.550158652672687;60.29997816708283;292;-205;108.56451549914573;-45.0;-5.0;32.0;77.0;497;90.0286414850406;0.5020848624871119;0.08614798686312188;-0.0920424653769189;-2047161.2787283382;1323889532.749683;0.9460542814482407;308.6503657623112;88914;5853735;0.6835031380597463;3636.0873669506655;0.4595620058796278;0.7708627784617593;7.8711678901436795;2.528533440032969;1.3076238023264688
O070;O;-76.29411764705883;49.58948043920936;130;-265;141.8711935562607;-109.0;-77.0;-44.0;65.0;395;87.07742760424594;0.28817516333028426;-0.018787971357900154;-1.5385141560534412;-27218401.088252384;3028426692.0118556;1.4216078036227018;91.44575576239754;76349;6140842;0.7614430883180708;2459.116570230728;0.47800735868800664;0.8446449878865673;7.609539085420403;2.4540621500355035;1.4919048804868584
O071;O;-4.358310959238467;46.43877605810599;171;-211;97.33516475469857;-34.0;-4.0;26.0;60.0;382;86.7868976365476;0.3612067039827158;-0.09054962439377601;-0.0938506853364348;-1549666.8441981939;831626434.7876544;0.7287054728380251;234.66270856183;71487;3668223;0.6768985975745074;2156.5599217749177;0.4729473481366645;0.8725106506747093;7.520077651828438;2.4279419427943814;1.5365556483889637
O072;O;6.309250671222846;75.45017636718477;248;-264;153.73616792775204;-43.0;6.0;58.0;101.0;512;75.7174287256042;0.056726806192365586;-0.07509688495530134;0.08362141713915068;1957219.815128143;1930265178.3102808;1.1828792247745024;209.6579217944058;111892;9365457;0.7285899443368116;5692.729113839287;0.45848708487046;1.0126511173312467;8.190301869819589;2.595974587818226;1.1242508532698938
O073;O;-5.328288991945326;50.88031357817561;182;-182;141.9135684647303;-39.0;-5.0;28.0;67.0;364;95.00898415743015;0.09258731957847388;-0.04044455438291556;-0.10472201559368573;-2074046.1241567002;908701141.3900976;0.7992547440039569;227.71212978761997;74861;4057898;0.6877048004436349;2588.806309813481;0.453965645061946;0.8625104938385548;7.6440407274224995;2.4439999480517214;1.4808359096722095
O074;O;-75.94117647058823;48.66204211768217;114;-250;155.1345399072492;-107.0;-75.0;-45.0;62.0;364;86.9023865915454;0.26428473458179447;-0.04035148941558203;-1.560583427364914;-27038026.44261411;2878960982.525104;1.4091178234869715;80.90168054073587;78773;6245111;0.7094406624388812;2367.9943430630733;0.4974779950306035;0.8470437848828505;7.587271940549778;2.442790397180113;1.4774530280151232
O075;O;-4.240175738345131;48.35797699194614;180;-183;165.47401757383452;-36.0;-5.0;28.0;64.0;363;83.73730494395888;0.1157707464432578;0.045062552400909194;-0.08768306703672318;-1454684.4614864537;794899200.4298635;0.7583998784624463;237.34181018716114;75599;4116155;0.7138618066958741;2338.4939387535924;0.48065693277651467;0.856163291023211;7.579574246243191;2.427825660501816;1.5036253089074236
O076;O;-50.2584818159629;67.00217896659872;259;-298;121.87023675860387;-91.0;-47.0;-6.0;85.0;557;86.73750326094427;0.42042333409291954;-0.17174297701557836;-0.7501021995272315;-17860032.558957774;2499746291.2980795;1.3085407826722202;197.93039959449058;94520;7154088;0.7238436890462207;4489.291986272125;0.43971611074648204;0.7323954395114851;8.012710028295892;2.5606193058408273;1.2216515598178956
O077;O;5.903099829143276;71.28510470944957;252;-287;16.61096412008787;-41.0;6.0;54.0;95.0;539;77.53273663716888;0.11133164381644445;-0.01252411785912201;0.08280972375931377;1875129.2355699295;1817339477.0214815;1.1175058464386265;225.50217594216394;108849;8702800;0.733081661359895;5081.56615343719;0.4720653135051403;1.0023090863757917;8.120120473477717;2.5861898032360164;1.1572959637559936
O078;O;56.53819868196241;62.51771586244671;280;-182;118.22599463021724;15.0;55.0;96.0;81.0;462;85.20060608054217;0.08972257133371775;0.09916516670096082;0.9043548360973296;19735612.790678546;2493551683.2680182;1.3168916949065732;212.62188916747976;90434;7955850;0.6698116415872589;3908.464796657621;0.450995984779284;1.0664822596101968;7.935114293790102;2.529943292081805;1.3488891650409425
O079;O;3.2082011227727607;51.08709224935479;189;-146;119.24299243348793;-32.0;2.0;36.0;68.0;335;84.4237519481544;0.00256601709605242;0.18143201095874387;0.06279866364508696;1109665.7956065414;950995844.4550793;0.7997106428341463;236.33548170647157;72157;3869100;0.7900624288133427;2609.8909944940865;0.4335624177579754;0.9251738361244928;7.660894292312973;2.4457272538429184;1.5028042541902193
O080;O;-17.50256285086649;75.01022991511553;313;-309;20.84845496704906;-68.0;-22.0;29.0;97.0;622;86.6401492672892;0.5490404045126458;0.21743915805848246;-0.23333567795583435;-6212791.823658775;2215311132.570454;1.2033711392059865;260.10263151775854;108157;8564713;0.7284839402845568;5626.534591918494;0.44326079119531636;0.7712213684252712;8.166194574812849;2.613038121964126;1.1277865398383868
O081;O;7.6126433976080055;57.38155179134593;214;-222;23.348574566756167;-28.0;7.0;45.0;73.0;436;88.93535575982762;0.448540515331747;-0.01568708445509518;0.13266708828805351;2773804.8107932634;1268039866.2478595;0.9043321583059336;236.63871513856336;80574;4802599;0.7409717044481751;3292.6424859829153;0.4339127442428734;0.8020619616294501;7.801185982250487;2.5127764643083927;1.3765468657585576
O082;O;-5.7686111789113985;54.48362931794971;179;-206;133.43858677080792;-41.0;-6.0;28.0;69.0;385;82.9975389902258;0.2965141728369005;0.06079859581591024;-0.10587788022063575;-1961563.8364949967;1095922362.9842958;0.8559605564213723;209.1217856443865;82577;5001571;0.6572848885879375;2968.4658636557497;0.4670653579384955;0.9478258621191145;7.737946069482668;2.4892781031176536;1.4588817631795532
O083;O;-76.11886746399804;44.324097361576186;86;-231;127.46372467659263;-106.0;-76.0;-46.0;60.0;317;86.84792378935092;-0.047409855911263676;-0.06718824772476736;-1.7173247058604335;-27084306.66502319;2725228939.243818;1.3761371219126832;62.49377233605123;74658;5922991;0.749716796724828;1964.6256069184851;0.520328172913126;0.8760482644330916;7.4550644565520585;2.376930313165393;1.5397952924057696
O084;O;-3.6765926287527457;42.96259814028257;149;-188;107.20851842811814;-32.0;-4.0;24.0;56.0;337;77.67981538120806;0.5199063708522291;0.03855256906546692;-0.08557658958957375;-1170091.059087137;643784420.4030023;0.6736619318461229;221.17918937719404;66491;3153697;0.8209076169279457;1845.7848389634116;0.47404872241088947;0.9142983993322378;7.412266110638779;2.403330456869482;1.608885847847425
O085;O;-3.4705882352941178;53.014955235425724;203;-197;31.908306077617773;-39.0;-4.0;31.0;70.0;400;88.39908659912379;0.20198027146118847;0.1276460159119754;-0.06546432454544443;-1256946.6123529412;993747211.1454113;0.8300304597710297;244.56933792044103;83472;4935214;0.693696444446869;2810.5854786141936;0.4844260389455691;0.7609393671251319;7.705177217734086;2.4698705811912567;1.3883773498568655
O086;O;-50.07346839150598;60.763583295603034;147;-261;84.41081767146693;-90.0;-49.0;-9.0;81.0;408;87.74831549835025;0.057824429145272305;-0.09725939589433434;-0.8240703670800368;-18001654.672802053;2178766004.2546864;1.2301204462754234;119.50049317941892;87509;6125075;0.7363760665197117;3692.213054921688;0.44223971182518357;0.7668515541141464;7.900981136887496;2.5218578689885454;1.2923656214988108
O087;O;6.122772760556504;64.79853919865839;246;-236;65.17260922626312;-37.0;6.0;48.0;85.0;482;90.94539512535583;0.22271622536296576;0.02696295145001843;0.09448936405472659;2281365.236719551;1399014145.894855;1.0168628296347402;241.92053522928344;97922;7146913;0.6999713185317491;4198.850682280068;0.4699062011769766;1.036557004244203;7.978527019020188;2.548003510770466;1.2731967607273909
O088;O;-18.112033195020746;68.65683996227854;229;-256;57.16375152550647;-66.0;-22.0;24.0;90.0;485;84.28562481473747;0.3810166369613577;0.2854546158209247;-0.2638052261795309;-6254414.789377594;1676193276.1556017;1.1093284332755915;206.4312002927895;98632;7295124;0.6946413432266403;4713.761673605927;0.4461501096148539;0.7774912477080221;8.040954196935823;2.5634834544653913;1.2015307176530223
O089;O;8.6870881132536;51.86256233046978;228;-190;37.84079326336344;-25.0;9.0;42.0;67.0;418;85.02765470412652;0.23085138587485066;0.022401690648624677;0.1675021002221066;3026219.258574567;908429645.5634074;0.8215416298580198;277.52701958560925;77054;4337531;0.728350671550889;2689.7253714818626;0.4582323715517147;0.8296555533939014;7.671006474102494;2.461236742599279;1.4560692721990023
O090;O;-5.089089577739809;47.84324355328383;199;-173;48.392145472296804;-39.0;-6.0;27.0;66.0;372;81.89733117617206;0.2246331952049334;0.13859366396532377;-0.10637007861041035;-1707559.3550231876;789925626.4043521;0.7516761493780654;264.7416712165898;81487;4584497;0.6690889164386944;2288.9759536988345;0.5179293941519003;1.050940186718286;7.557696957754912;2.43159569830354;1.5558625958225782
O091;O;-1.5792042958262142;48.58785577314738;208;-162;48.60402001464487;-34.0;0.0;31.0;65.0;370;104.40548700202473;0.13795943656358878;0.03882361642848398;-0.03250203720039399;-675503.5009031;883474154.8883623;0.7594934296427598;273.8667536568897;65245;3156409;0.7011240561545464;2360.779728632171;0.415008396654556;0.6947478943952395;7.580857572700807;2.4351020900580016;1.421213102399956
