name;class;mean_psDelta;std_psDelta;peak_psDelta;min_psDelta;peak_frequency_psDelta;Q1_psDelta;Q2_psDelta;Q3_psDelta;Q_range_psDelta;amplitude_psDelta;spec_centroid_psDelta;kurtosis_psDelta;skewness_psDelta;coef_var_psDelta;flatness_psDelta;1st_moment_psDelta;2nd_moment_psDelta;rms_psDelta;crest_factor_psDelta;line_length_psDelta;nonlinear_energy_psDelta;Hurst_exponent_psDelta;Hjorth_activity_psDelta;Hjorth_mobility_psDelta;Hjorth_complexity_psDelta;Shannon_entropy_psDelta;Renyi_entropy_psDelta;spectral_entropy_psDelta;approx_entropy_psDelta
O034;O;34633.49853283814;26516.252269492696;131132.7579247639;10431.56445930922;1.0593727117402978;18287.83144691103;26974.334348474666;32907.067861619624;14619.236414708594;120701.19346545468;2.046030917362231;3.3245983104893213;2.0537367352493097;1.3061234363305723;0.002482984124117393;4960284.614222441;209054379009.05594;5213.431629719907;25.15286806049647;380046.51034758694;19744279708.05538;0.4920257953050593;703111634.4193765;0.3030415537265764;1.218598107404106;6.129283016944968;1.845098040014257;-11239840.187082186;0.01459879942115272
O035;O;31974.103615976557;18640.874867049148;76186.08314935703;10663.55282911878;2.2034952404198194;16326.77294827912;25573.486396032924;45277.8175833503;28951.04463507118;65522.53032023825;2.292936920802149;-0.5349330645969155;0.8078234422382321;1.7152684004384426;0.0026315264869097386;5132022.1883438295;208985836423.17728;4423.679008398503;17.22233530161551;312631.47763611673;16600469461.62611;0.4908591649988917;347482215.8089845;0.38546867089612963;1.2144831430625247;6.129283016944968;1.845098040014257;-10238584.0220376;0.01459879942115272
O036;O;14021.1938480386;6239.888489229887;25814.650513960463;3143.897667927239;1.906870881132536;10309.369468590952;14620.975237796452;18791.52052694593;8482.151058354977;22670.752846033225;2.1622063950193815;-0.9579550111038668;-0.147521113216746;2.2470263486662185;0.004247874641360701;2122170.050282483;32657081044.358536;1834.3160861838521;14.073174579014776;137530.5262877778;3200549200.2366815;0.5010676676029575;38936208.35802364;0.4541115862563826;1.607886810158293;6.129283016944968;1.845098040014257;-4117041.453065481;0.01459879942115272
O037;O;35704.496922467304;16146.339898515447;77878.05760035454;11485.468310311828;2.2034952404198194;21334.970475553888;35404.94902687957;45253.63072078352;23918.660245229632;66392.58929004271;2.35583921979367;-0.41117740341330844;0.5532659632648786;2.211305914955383;0.0025349384076382903;5887983.79210656;243812619106.40036;4683.581341246201;16.62788621060499;397837.1009590247;23429788714.946774;0.4841865241946364;260704292.11839184;0.5218011661719355;1.4986664599701638;6.129283016944968;1.845098040014257;-11488802.591032447;0.01459879942115272
O038;O;34680.896243091505;16393.82805785407;65509.20369734386;7479.64990249329;2.542494508176715;23249.673266593512;27595.382397310146;51720.0722144279;28470.398947834386;58029.553794850566;2.3701542070268093;-1.1630390637861068;0.34827427219363527;2.1154849325430334;0.0025586207768639496;5753935.049381652;241310530779.69354;4584.9476747513745;14.287884692358281;340382.42538965767;20717985857.45193;0.5060652792114534;268757598.39048326;0.44420088093088067;1.5542915266834147;6.129283016944968;1.845098040014257;-11141353.15713078;0.01459879942115272
O039;O;24667.02325807019;9784.104151283767;42785.955077754465;7809.152699475411;2.5848694166463266;16857.56002434376;24701.31349386977;33945.25658536994;17087.696561026183;34976.802378279055;2.2518253322369337;-1.1950403722752179;-0.1277097672553044;2.521132530547893;0.003139858087283561;3888207.9490380054;105223502130.53912;3171.7294301314632;13.48978720293334;172577.01097386173;5322827724.531171;0.49871979462901317;95728694.04316825;0.31986052941333526;1.2266855843340685;6.129283016944968;1.845098040014257;-7647361.1291902745;0.01459879942115272
O040;O;24287.347480601333;13608.007128764055;57738.80894543314;6499.184748621847;2.457744691237491;11551.5006438358;21576.05801907288;34348.07170360936;22796.571059773563;51239.624196811295;2.213630777660749;-0.9292891748942669;0.41496454240969266;1.7847835653512938;0.003055350759281986;3763425.3923560246;116429628172.13954;3327.489627889738;17.35206278675932;281573.7559335344;13934212879.722538;0.5318165126317455;185177858.01649332;0.4640759391396914;1.5711432053370429;6.129283016944968;1.845098040014257;-7573712.869091534;0.01459879942115272
O041;O;27696.882565732743;11230.038468679651;49374.85275156889;11378.178058983432;1.99162069807176;17614.233263635797;25643.58416266086;36770.18630357915;19155.95303994335;37996.67469258546;2.2945324347528833;-1.0793351735726366;0.369670065337193;2.466321254640292;0.0029549381354893813;4448597.677203081;136505768311.91241;3572.176343167555;13.822064760606622;253132.6476787045;11461746996.703794;0.48350881502994;126113764.00802481;0.4830425238491211;1.3625548403861936;6.129283016944968;1.845098040014257;-8682109.12326347;0.01459879942115272
O042;O;5329.14885789286;3976.379980985456;22959.029778768454;1041.6962337305793;1.0593727117402978;3186.999574280777;4374.555902400737;5663.5366000678405;2476.5370257870636;21917.333545037876;2.0803620662493407;5.788758719080315;2.281655768709175;1.3402011083890808;0.007132562384855523;776059.1390549414;5146295018.400351;794.7274942012933;28.889185219195717;178649.07041385863;2868467299.8279824;0.5207957170628651;15811597.753181893;1.127074483597169;1.7978540887027308;6.129283016944968;1.845098040014257;-1425154.7180067988;0.01459879942115272
O043;O;6975.833068909766;2452.4427045085395;13205.877807417472;3036.0343512259637;3.6442421283866246;5106.368344990741;6380.118270053916;8641.215253066104;3534.846908075363;10169.843456191507;2.4783373073731285;-0.4562481383280086;0.5681557028903643;2.844442830850027;0.006516680167679213;1210192.714128038;9586883262.27081;883.7963746102232;14.942217672302176;80655.47820773505;984581461.3837278;0.5562116349492925;6014475.21889716;0.7124460330356281;1.460404190370071;6.129283016944968;1.845098040014257;-1889673.2724290518;0.01459879942115272
O044;O;8994.414185677075;5667.405216939544;27317.012063055816;1228.79069681173;1.1017476202099097;4455.203424549883;9061.009341251203;12295.534563240379;7840.331138690496;26088.221366244084;2.0878641207882924;1.0550226827824538;0.937100846869164;1.5870427190900864;0.005226876049691403;1314538.0266049088;14086516774.492224;1270.6520735236834;21.498420088594504;99633.17566360693;1890259629.8521552;0.47460978842604257;32119481.89299356;0.3745113204822561;1.600725147666812;6.129283016944968;1.845098040014257;-2543187.6505186763;0.01459879942115272
O045;O;20153.13151475245;12225.292041213763;52871.00974928609;4817.668702752808;2.457744691237491;11098.770123169485;16162.440463227778;27523.74173254792;16424.971609378434;48053.34104653328;2.252937515612839;-0.014466636106142072;0.947548417626599;1.648478535057686;0.003396634671462579;3178262.2232665634;85238963073.60579;2817.309951364123;18.76648670611705;254326.32179066326;9841726053.948315;0.5038483670457238;149457765.49296457;0.43535674676043695;1.5125994334610826;6.129283016944968;1.845098040014257;-6177449.761740426;0.01459879942115272
O046;O;19261.653777485444;12917.00299158235;66228.24482720015;6668.499665512441;1.1017476202099097;11166.680089084868;15322.310621626897;23093.123992317247;11926.443903232379;59559.74516168771;2.165639774556102;3.627024722787101;1.9843398801123155;1.4911859809924737;0.003510044090759291;2919966.248097589;65637693109.43002;2771.952052070028;23.892276483549733;218457.23498321095;7824643402.908319;0.5343485138071568;166848966.28454742;0.3575798676804182;1.4684353907038603;6.129283016944968;1.845098040014257;-5881985.837290768;0.01459879942115272
O047;O;13342.755732536692;4333.324445280115;22393.715997942574;4514.274410321489;1.949245789602148;9737.640222222397;13695.159467610532;16605.285156068967;6867.64493384657;17879.441587621084;2.4835941520168605;-0.7362957947115709;0.06542061257073235;3.079103792255784;0.004519450751745614;2319659.30763823;33794918303.192966;1676.7606153626916;13.35534470023242;142731.3707700994;2671417038.0336046;0.5335942412556881;18777700.748062216;0.6426249226701238;1.5460958298001621;6.129283016944968;1.845098040014257;-3875130.6335270423;0.01459879942115272
O048;O;26140.04493325863;16108.033135894137;77918.34160082405;5207.854267379791;2.2882450573590436;16761.272918256538;21414.11186102446;29137.59078577527;12376.317867518734;72710.48733344425;2.3929073814575923;1.4139710096303055;1.4175185327498656;1.6227955773824292;0.002946777332780719;4378549.453069939;153990051418.79016;3669.8981702880365;21.231744856481544;331526.5454994824;18351920586.669266;0.5315104280030595;259468731.5070635;0.44893121438533196;1.4537126675208099;6.129283016944968;1.845098040014257;-8215087.856271902;0.01459879942115272
O049;O;24698.014402346816;11070.951797106893;56773.02015528041;4946.508783897388;2.2882450573590436;17154.857544230756;24554.938107305647;32066.163805754393;14911.306261523638;51826.51137138302;2.419007138459949;-0.3145006383190294;0.23306145099710285;2.2308844672958474;0.0030978228086801893;4182127.1201544506;121507379647.59431;3234.9826431691477;17.549713991560328;410016.9562498637;17649500540.846035;0.5919635787319901;122565973.69386435;0.7003507723803225;1.5308021233129698;6.129283016944968;1.845098040014257;-7674342.506731339;0.01459879942115272
O050;O;10187.44730524663;5547.606108803214;24778.310517985577;2150.1800152001165;1.2288723456187456;4064.267476202439;9896.094359731696;14326.787849860357;10262.520373657917;22628.13050278546;2.117587739616681;-0.9080066444081609;0.3008808746327419;1.8363681749287657;0.0049942732877962205;1510096.945810688;17646832400.064167;1386.4652699560831;17.871569562482037;124764.96877651945;2511654299.1734633;0.4829109639141645;30775933.53843074;0.49623712534135117;1.5707822247917267;6.129283016944968;1.845098040014257;-2906215.5982631342;0.01459879942115272
O051;O;9405.41896736856;6463.038275340877;30827.698682751943;1342.4591404901862;1.1441225286795218;4960.306284212433;7774.218413163664;12710.110233948999;7749.803949736566;29485.239542261756;2.25638310684308;1.5955704642353643;1.260450531288904;1.4552627675522305;0.00508046692267113;1485555.9929526334;18094337380.388885;1363.9897868294713;22.60112134300466;225783.65703594935;5898925189.823157;0.49148127943761327;41770863.74852117;0.7980900441042519;1.8292296868817723;6.129283016944968;1.845098040014257;-2678324.784659624;0.01459879942115272
O052;O;7424.607012642636;4415.289720305935;18704.569768016314;1729.943465583806;1.3983719794971932;3722.9584876877207;5733.087089212284;11554.941312113118;7831.982824425398;16974.62630243251;2.1157107706296587;-0.9235464993682831;0.5074145103468846;1.6815673450593376;0.005919815714952982;1099582.4717038362;9770486434.498245;1032.4698031310402;18.116335907639467;130540.89163807628;2008902565.3231921;0.4797402752272764;19494783.314239256;0.6564331998636748;1.7362045083749815;6.129283016944968;1.845098040014257;-2051808.6955819062;0.01459879942115272
O053;O;13305.730464351413;6986.411034526139;27377.343709612578;3556.9391585812673;2.6696192335855504;8114.345384683827;12663.40033880126;18738.36561437811;10624.020229694284;23820.40455103131;2.173938622772328;-1.0814059188510035;0.3039052303073164;1.9045158377593066;0.0043254495130436495;2024808.895245634;32521262674.524982;1796.2357558171389;15.241509150984554;148833.03844752276;3951828322.4216585;0.5641673505128669;48809939.1433486;0.4712059337509445;1.4597097392194325;6.129283016944968;1.845098040014257;-3898904.6360242646;0.01459879942115272
O054;O;14176.424637238206;9263.638764199097;44365.82343171418;3906.6887635857684;2.6272443251159388;6854.111671250805;10764.992785323748;20841.90037795929;13987.788706708485;40459.13466812841;2.3374058932146453;0.8902181062512242;1.2024059171788157;1.530330035323204;0.004116061918881714;2319524.094425571;46874546923.73779;2024.090690546063;21.918891104501395;174690.3976577281;4623968622.176044;0.5163936492192641;85815003.15357217;0.4111141680284756;1.3337062687594838;6.129283016944968;1.845098040014257;-4202494.068842563;0.01459879942115272
O055;O;11492.39156799513;5678.186329045522;28618.040582007157;1901.2377518731184;3.7713668537954605;7647.811273010204;10958.47010831965;14934.333123038661;7286.521850028457;26716.80283013404;2.5573831734472736;0.14806940299439209;0.6644822275908074;2.023954640094903;0.0047533466121583885;2057331.417306065;31439409191.329163;1532.1174140920375;18.67875158834792;134418.79192013675;2598608152.411027;0.5445887891897958;32241799.987359464;0.46574697054783093;1.3997448218020074;6.129283016944968;1.845098040014257;-3309059.001066122;0.01459879942115272
O056;O;11219.067450409822;6545.122586738566;27214.0541045755;3338.115554931001;2.8391188674639984;6463.3698720675775;8737.089531896763;13043.60134748933;6580.231475421752;23875.9385496445;2.4510351357395574;-0.09622218847661301;1.0553686256805161;1.7141111265267048;0.004784224226909445;1924882.9957830543;28196800668.391335;1552.4455552094962;17.529796142128202;131026.78404012628;2451342603.2004457;0.5108404463298033;42838629.675435334;0.4262967323388679;1.280694130616329;6.129283016944968;1.845098040014257;-3233209.293600907;0.01459879942115272
O057;O;12762.720792916874;4844.942618080086;23636.717704163377;3349.895046866798;2.5848694166463266;9540.175311654635;12147.991368884279;15287.15173897586;5746.976427321224;20286.82265729658;2.5414041535803116;-0.3501345438347516;0.2975238322061462;2.6342356966808373;0.004586160145465203;2270466.2143873326;34649271185.640015;1631.6534602772972;14.486358947902056;157166.4731317127;3196563146.111731;0.5758358264518888;23473468.972488716;0.579151585045296;1.5694296412433277;6.129283016944968;1.845098040014257;-3697062.073789765;0.01459879942115272
O058;O;18934.521627552003;11809.99362897308;44265.09544558912;3541.4690284475314;1.3983719794971932;9214.20721834899;16217.589335292301;27076.547179898014;17862.339961549023;40723.62641714159;2.4055884725141685;-0.8708032974312427;0.5703984524008763;1.6032626453836984;0.0034546315529536053;3188406.6871866514;80747782377.54552;2667.240571882214;16.595839127609022;288597.13274528267;11505144806.773552;0.5847490016374932;139475949.51638472;0.5319260816055857;1.560523680136269;6.129283016944968;1.845098040014257;-5781050.98860375;0.01459879942115272
O059;O;17094.152279550428;8693.958808164054;42726.8292309713;4703.372616286177;3.0509934098120577;11978.595992320861;14996.478869271905;21793.22714042705;9814.63114810619;38023.45661468512;2.5073028732000755;0.1336322297318846;0.842861386525021;1.9662104061843702;0.003807044155769917;3000215.1987805488;67529377697.403725;2292.207176857252;18.640038152900406;283500.2795151864;10158126647.07639;0.5610879316582777;75584919.75805335;0.7113414829045481;1.575977757173923;6.129283016944968;1.845098040014257;-5129450.322327279;0.01459879942115272
O060;O;15431.340166912783;5353.253389472146;31843.40995945984;7212.866984072758;1.016997803270686;11410.233047728907;14874.884907232077;18264.26159724085;6854.028549511942;24630.542975387085;2.3745780738240945;0.21769049565067755;0.7238796268083425;2.8826097037103597;0.004163366269217774;2565004.5407050494;42083324187.64531;1952.2279623872635;16.311317414243174;186283.39052052266;4586273440.927093;0.5484422592865829;28657321.851895023;0.753089679371246;1.4783039801723876;6.129283016944968;1.845098040014257;-4551609.517733338;0.01459879942115272
O061;O;33511.16747897735;25479.256882561895;102669.8654780325;6631.025295326765;3.3899926775689533;16625.67879345158;24981.537043496366;36501.86168183823;19876.182888386647;96038.84018270574;2.5442156636994917;0.9202454384076018;1.4261617802873046;1.315233314434399;0.002472923747290819;5968174.604620983;343688570716.6789;5031.601388214359;20.405007781124834;475386.74241102324;34467846667.73996;0.5657213092949963;649192531.2875776;0.4993630569216907;1.4795530401106645;6.129283016944968;1.845098040014257;-10865723.550637832;0.01459879942115272
O062;O;18978.974668145813;12292.629398615567;50035.08972374932;3039.67437926439;3.347617769099341;9209.197225351862;16525.229915087868;26392.62462913072;17183.42740377886;46995.41534448493;2.530492856635255;-0.22570162830234564;0.8555983000796473;1.5439312495895534;0.003452130216908473;3361831.1876803106;94345114204.77606;2702.671210344706;18.51319891677379;285490.36076819815;10847279865.22004;0.5806098054698398;151108737.5317077;0.5100944471791982;1.4632444421178434;6.129283016944968;1.845098040014257;-5799381.175075302;0.01459879942115272
O063;O;15092.63860075254;6631.391662420696;29458.003601822118;2817.9132192523584;1.1864974371491337;11666.698415381423;14103.189932386249;19455.585270941618;7788.886855560195;26640.09038256976;2.2861722423186;-0.5929835782712862;0.10222666895368925;2.275938350358752;0.0040942534809833625;2415306.0002670684;40933882368.241394;1970.3628937451676;14.950547280064644;229306.16651443994;6642086918.497988;0.47145961150943383;43975355.380422726;0.6893719431692796;1.6545789175390453;6.129283016944968;1.845098040014257;-4462607.681603611;0.01459879942115272
O064;O;29249.959586338344;16572.2664532223;77236.82973092105;8522.513019048281;1.440746887966805;18064.710365602186;24767.23571586814;38247.18096889931;20182.470603297123;68714.31671187276;2.35139267359002;0.4646919315921627;1.0904056899675132;1.764994526783692;0.0027864057157829356;4814469.84718841;171450484510.11652;4018.1732722345796;19.22187633485707;347993.70525817457;17273649807.33137;0.5727342948007405;274640015.3965972;0.4922662374269012;1.3650988464180744;6.129283016944968;1.845098040014257;-9275321.161021823;0.01459879942115272
O065;O;39952.21005946504;26265.510742669998;101480.2992644333;10599.732835490726;1.1017476202099097;19424.71081724716;30521.874783825733;52778.56973511154;33353.858917864374;90880.56642894258;2.3849069506365224;-0.3471355547002375;0.9435985513131435;1.5210901646226176;0.0022771924124479204;6669761.2424876;361531394468.1031;5714.713020177369;17.757724474725002;523763.9723153419;39124232927.050934;0.5039313810542931;689877054.573313;0.4013653982177072;1.6248592679868819;6.129283016944968;1.845098040014257;-13111695.028643161;0.01459879942115272
O066;O;33434.990910578126;17580.180234572752;75465.24229510086;11256.684072490072;1.6102465218452529;19443.1954027926;27163.68607940207;42505.35583977106;23062.160436978458;64208.558222610794;2.2614431847405467;-0.28012065482799153;0.9414457659052626;1.9018571177572852;0.002609592038191306;5292793.262861232;205935547450.25375;4514.993045826798;16.714365122855124;447907.52530809573;26212926641.890553;0.472427407666322;309062737.0800625;0.5188316211610265;1.5293579323607238;6.129283016944968;1.845098040014257;-10718522.041116895;0.01459879942115272
O067;O;41131.34055740271;18771.340622989796;85488.41486391782;13632.36454766214;1.483121796436417;27119.15374943259;36433.319156667945;50995.55667720915;23876.40292777656;71856.05031625567;2.3794169605901345;-0.550531071825624;0.6815385500367275;2.191177571357263;0.0023439527108323286;6850802.6533865025;335164183239.3326;5403.901242665006;15.819758915830604;502288.7292284354;33200029565.58422;0.46791364189693324;352363228.78430694;0.530387683108637;1.504164918855776;6.129283016944968;1.845098040014257;-13411084.934321642;0.01459879942115272
O068;O;38461.44022010198;42025.680749305255;162198.05744521442;2852.613642954483;3.347617769099341;14733.467577036503;24033.33433471535;31376.54525323489;16643.077676198387;159345.44380225995;2.775206760438008;2.0569775952127127;1.8660037736624084;0.9151889876462691;0.0021155234845513784;7471691.4240506515;701106632362.0721;6809.0698192578875;23.820883285184493;541958.4726084719;44482870715.735466;0.5401689705409399;1766157842.4425263;0.33265585685078874;1.0737910798648889;6.129283016944968;1.845098040014257;-12861344.396858769;0.01459879942115272
O069;O;29493.871848529314;34234.58563872981;122818.84189449174;2657.8384287613517;3.3052428606297295;9676.33931713923;16551.836717076614;27333.47448185879;17657.13516471956;120161.00346573038;2.6833971856052408;1.8446099549058745;1.846383808277844;0.8615226765053263;0.002396880833104926;5540064.089766164;433008289932.5594;5400.919670988577;22.740357082928274;474571.448575901;30385261599.42553;0.566426655733527;1172006853.8555255;0.3783695843089306;1.2192785349147401;6.129283016944968;1.845098040014257;-9672295.632812036;0.01459879942115272
O070;O;15964.9886406964;8824.64198614668;46504.24992530861;2971.794220150562;1.483121796436417;10110.122168237935;13238.512552350854;19184.08795502148;9073.965786783547;43532.45570515805;2.1543456503014555;1.25411434121167;1.2460893349097386;1.809137261971529;0.00394000574211883;2407587.2684637504;43654074061.56348;2180.2855923060956;21.32943046058517;356022.3798882935;15191695802.039911;0.5146847813582276;77874306.18366282;0.97393250179845;1.9069050219477457;6.129283016944968;1.845098040014257;-4764486.978822662;0.01459879942115272
O071;O;15796.91166950698;8738.931135858445;39787.00056505661;3273.1884856694332;2.542494508176715;9618.648724690858;13210.638052189914;19004.76734349028;9386.11861879942;36513.81207938718;2.360982525436183;0.38915757041238086;1.06299969136204;1.807648031998734;0.0039533520354365324;2610736.268529543;53464323119.62454;2157.7479519545436;18.43913258219827;250473.93082908692;8447954011.858193;0.49743982147131677;76368917.3972762;0.6026499675196633;1.5614934843437884;6.129283016944968;1.845098040014257;-4710722.498457649;0.01459879942115272
O072;O;54003.165961008934;34028.3607638017;153570.4681007441;14294.355369066572;3.347617769099341;30948.728523721016;40130.11726095705;62440.798232964764;31492.069709243748;139276.11273167754;2.568955453622894;0.8017535527800446;1.3765717544684095;1.587004626401393;0.001957632749499096;9711220.939590529;789255038056.5155;7629.146432394007;20.129442980497892;880729.509830533;96389827753.3923;0.5231200499521981;1157929336.2714388;0.6594491711815988;1.6360622986784548;6.129283016944968;1.845098040014257;-18170418.51558002;0.01459879942115272
O073;O;28553.0072635009;28264.982325925157;101237.63017834569;6497.850334986649;3.09336831828167;12371.307119936273;18770.774535102348;25341.229957856187;12969.922837919914;94739.77984335904;2.8743381566742174;1.6626116195610514;1.8034252262649633;1.0101901686777832;0.0026058241199455805;5744969.87856937;348388453491.1286;4802.058263575847;21.082132831716038;330835.3123979178;25207613103.50461;0.4938939428711624;798909225.8848615;0.39596655105376427;1.3970074716525847;6.129283016944968;1.845098040014257;-9224348.81262378;0.01459879942115272
O074;O;15412.358378286617;6258.495990734295;28528.224355683044;2230.376747992892;3.0509934098120577;9351.609537831273;15188.987630936303;21351.475923787322;11999.86638595605;26297.84760769015;2.499538606616139;-1.0392229322620923;0.016943266938824905;2.4626297438081957;0.00408917160358168;2696664.934987177;49134062362.86797;1988.2137095780179;14.3486709795085;238903.029858424;6613724591.501772;0.5357334515331864;39168772.066037245;0.7659891565617902;1.7946061959582407;6.129283016944968;1.845098040014257;-4559259.526402129;0.01459879942115272
O075;O;19063.70946065107;6993.09054065848;29569.518987470336;3162.961757271748;1.906870881132536;15462.362194848285;21383.97192870751;23687.71637989719;8225.354185048904;26406.55723019859;2.329943850463154;-0.25659901984125266;-0.8390611992838777;2.726077883564196;0.0036096256141745294;3109216.083740215;66195532437.83038;2427.0156091968597;12.183489416145694;182618.90375213415;5824183213.74194;0.5071639642782372;48903315.30984711;0.5163136637080026;1.6031438166826044;6.129283016944968;1.845098040014257;-5759119.203279035;0.01459879942115272
O076;O;25548.80271542236;14153.597445010153;67248.07642071921;4119.980333520054;1.6102465218452529;16164.305855552553;22137.515826391536;31298.087949336783;15133.78209378423;63128.096087199156;2.203585478547942;0.8440009489008684;1.1321456588812775;1.8051101717909592;0.0030034203871069343;3940927.9460593658;116066516001.48994;3490.9385574389403;19.26360928851594;350170.92295874626;18004504543.768303;0.5317664558116247;200324320.6353979;0.505327119211992;1.5892448627076317;6.129283016944968;1.845098040014257;-7993100.777821947;0.01459879942115272
O077;O;41313.53047726296;23628.783823453658;93401.11038181823;5970.629642825687;3.0509934098120577;24464.61763021633;35259.806387014294;54412.78039613787;29948.162765921537;87430.48073899254;2.3707362774873446;-0.5197646758157664;0.7166364765179888;1.7484408332626764;0.002264250979486992;6856043.981746844;383330486952.6131;5688.4936814480925;16.419304584345;577036.2158379748;41973961922.33058;0.5764504123558715;558319424.9755052;0.563752692719498;1.5082020675073686;6.129283016944968;1.845098040014257;-13550224.743431069;0.01459879942115272
O078;O;46696.21749944529;49417.7902053616;191157.99103441302;5637.251819389708;1.1864974371491337;18015.216631829964;26806.648108421912;49520.59073037996;31505.374098549997;185520.73921502332;1.792831321334999;2.0119168954413427;1.7964169220199948;0.9449272682042947;0.0019085899306571204;5860290.892461389;438730087095.4472;8126.3721632864945;23.5231647275559;519384.37426675885;88191695017.80615;0.515082678777478;2442117988.7811327;0.28808064644841175;1.6576922435718278;6.129283016944968;1.845098040014257;-15866670.241210587;0.01459879942115272
O079;O;40589.3834461245;20687.03784493588;87295.37302843535;5960.03996469217;1.483121796436417;25256.15080600903;34436.90991119178;50590.47118074264;25334.320374733612;81335.33306374318;2.158569265200986;-0.6226960275382472;0.5661570158815611;1.9620684097148615;0.0023209188755808244;6133049.692018342;279551136293.7295;5445.117843843936;16.031861115205896;585855.3524623048;49371132911.793846;0.5352745784917132;427953534.7978093;0.5629303558118731;1.7330659870790686;6.129283016944968;1.845098040014257;-13253581.99987268;0.01459879942115272
O080;O;31009.145161973593;11701.65707923787;63775.458457231136;9360.923541322887;1.2288723456187456;22301.195481465747;32056.759162773575;37838.822716571485;15537.627235105738;54414.53491590825;2.4025135571368437;-0.023158244334659184;0.2506396356371605;2.6499789689609687;0.002777836205343586;5214992.415280614;176964943202.03268;3961.4136403136777;16.09916667328413;368462.13751283643;23341879834.177185;0.5573553207881881;136928778.40007776;0.6441971147631667;1.6443999147426323;6.129283016944968;1.845098040014257;-9818902.086018667;0.01459879942115272
O081;O;38189.82317453979;22937.053170989475;87070.24200962685;9012.759113025404;3.0509934098120577;19669.506108519476;29528.141801375292;56999.14970809747;37329.643599578;78057.48289660145;2.6937010259699417;-1.1049602383273822;0.5200238841797843;1.6649838534115555;0.0023451164846513147;7201037.610680794;396475222606.66797;5324.56705452782;16.352548689491186;394420.7169568744;30622065779.362465;0.4867375533487619;526108408.1687984;0.3665167202760511;1.6065235123822843;6.129283016944968;1.845098040014257;-12457462.886225801;0.01459879942115272
O082;O;40996.534203483345;20540.801643315204;104919.26876534785;11447.35375361853;3.0509934098120577;25713.16222136658;36681.78037877011;49381.65353830636;23668.49131693978;93471.91501172932;2.4473651207219325;0.4875462068280494;0.9451978130653214;1.9958585314914061;0.002327434605156026;7023344.15160622;375975011491.00354;5480.6677758507285;19.143519194440117;550742.1995982836;42228845228.52879;0.5923044026317053;421924532.15002066;0.5379679192818921;1.4941592179691867;6.129283016944968;1.845098040014257;-13385888.3579325;0.01459879942115272
O083;O;11624.85076029886;6165.853421330756;31627.884449427227;3979.6662117654137;1.2288723456187456;6990.246591828709;9428.888209147713;15754.091193413382;8763.844601584673;27648.218237661815;2.279551160593568;1.4917033427441915;1.2752220875716425;1.8853595708394097;0.004747423021173119;1854960.9429656398;24601866203.48957;1572.7814470483138;20.10952285124181;256636.70209463564;7478901812.945778;0.5872471020555526;38017748.41333619;0.933584269485207;1.8306905875216721;6.129283016944968;1.845098040014257;-3352976.210042505;0.01459879942115272
O084;O;18090.03648454661;6724.621958570664;33785.07710820723;5585.098915970292;1.2288723456187456;12652.408863044704;17630.07489326779;23312.017844912403;10659.6089818677;28199.97819223694;2.2691730165187156;-0.9099995298573962;0.09298421040133643;2.690119473778076;0.0037721732649177372;2873459.5861000577;54401681727.826324;2306.7291639211885;14.646312899073196;181140.15821269059;5522886161.95458;0.5886029801992866;45220540.48569076;0.5577703104035726;1.5169442807577993;6.129283016944968;1.845098040014257;-5430729.99809592;0.01459879942115272
O085;O;11871.407047232102;5975.1705548622695;27093.11220678148;1809.1952268909176;3.1357432267512815;7264.611029676357;10395.224152292516;16731.85430424336;9467.243274567001;25283.91697989056;2.484883463508039;-0.6617480229939163;0.4709013452851115;1.9867896553298876;0.004641976398789154;2064934.4142167894;30532379523.883762;1588.4987002142489;17.055797529533574;148469.48060891553;3286384472.609481;0.544469905216657;35702663.15969308;0.5143735925333909;1.5297531208475166;6.129283016944968;1.845098040014257;-3432509.296781559;0.01459879942115272
O086;O;17452.34357040308;5841.631715038919;35329.140162093776;3923.117002973891;1.016997803270686;13899.933398001125;16955.304958787412;19975.414421495927;6075.481023494802;31406.023159119886;2.3297810872425226;1.4175922790990434;0.7296513232981795;2.9875802552689352;0.0038820140675814713;2846209.798486862;51659042688.24722;2199.7043866117833;16.060858166724596;237653.2832991838;7077520716.558149;0.5874154691277093;34124661.09414854;0.7919355116729484;1.715034507149524;6.129283016944968;1.845098040014257;-5211593.163873641;0.01459879942115272
O087;O;32574.71669739936;21099.474061338675;86450.09166379638;11181.622501008378;3.008618501342446;18248.419604970135;22854.578234045977;44915.75040569546;26667.33080072532;75268.46916278801;2.461612499140793;0.4110572820312419;1.2551348753538811;1.5438639182522176;0.0025925208127165864;5613043.084480198;271478392975.233;4638.8113834425485;18.63625927373666;394906.1958633478;27901982606.72443;0.5555524429889299;445187805.6651036;0.40924863932731986;1.5920652128539488;6.129283016944968;1.845098040014257;-10471405.440620197;0.01459879942115272
