name;class;SG_average_alpha;SG_std_alpha;SG_min_alpha;SG_peak_alpha;SG_kurtosis_alpha;SG_skewness_alpha;SG_centroid_alpha;SG_sbe_alpha;SG_sbw_alpha;SG_rms_alpha;SG_crest_factor_alpha;SG_var_coef_alpha;SG_Q1_alpha;SG_Q2_alpha;SG_Q3_alpha;SG_interquatile_range_alpha
Z098;Z;8172.586827001289;5258.062007451074;947.889822108889;51267.644863538255;11.174122815120127;2.5349961462775608;0.48532592376640593;0.05571367550091221;3.794758315150284;109.05963492354485;470.08817606513094;1.554296395786149;4759.498628560043;6964.071091000977;10082.912465884592;5323.41383732455
Z099;Z;9904.030545755453;5257.320040659663;614.93798497443;35041.21238864911;1.5718373760343312;1.1807409210213176;0.5706862567365542;0.06507491412003344;4.404352721467502;125.83686365511716;278.46539853923133;1.883855361507104;6205.552019232101;8591.046015383574;12448.529630375262;6242.977611143161
Z100;Z;9360.412126823017;5288.02631871071;1121.0521843520116;42020.32312757557;4.121932793659905;1.6378768010471667;0.4626972481001504;0.052911207199897704;3.6534040648760553;120.65132722906554;348.2789961174389;1.7701145120444877;5712.140114806907;8145.224200592575;11312.70760486873;5600.567490061823
O001;O;13387.817732583568;7951.064914197568;1450.5828840184874;63100.50766202328;7.364535216029928;2.108626953082488;0.6583644364751156;0.07544379902982094;4.9451581383965655;174.74454075236088;361.1014535295047;1.6837766861490506;8117.970772416198;11538.289076275662;16721.392126809988;8603.42135439379
O002;O;11554.744443213749;5510.803861156548;1797.4863697163778;40923.7119761504;3.30289620046079;1.3721499270334183;0.6444739305715695;0.07362386503560937;4.8749259106687;143.6660513143822;284.8530435808921;2.096743911475152;7743.047235618602;10728.211707433795;14346.214952073855;6603.167716455253
O003;O;17251.245304113065;13886.823484998687;861.0102636443738;100665.70661239633;4.979242490531577;2.0214994254327916;0.6480244165228749;0.07444322033212893;4.86572605753421;248.5345794038937;405.0370248431484;1.2422743993792973;8435.724908888733;13252.247445731113;20285.962936910295;11850.238028021562
O004;O;17748.17259245746;12176.2559375674;1632.6423551483945;82660.5676400342;2.608301432918772;1.4776268587709616;0.5259632492096131;0.0604182041567524;4.069193247173326;241.54697667984615;342.21321573233797;1.4576050867737615;9062.157056326552;14670.43330772518;22209.68537806846;13147.52832174191
O005;O;8274.672159779579;7713.562781635111;741.2273802290656;63016.362910101445;14.524629157634067;3.3592346735337575;0.33310995691300593;0.03822865266133711;2.7020909387338867;126.95288111116406;496.37599681508823;1.0727432178915286;4006.5410112537147;6414.412232286544;9605.599037767297;5599.058026513582
O006;O;12610.761161698189;7594.422391285939;938.3811744282248;61085.805873488076;3.0516363496779855;1.4110209046095203;0.26919739343039206;0.030486882093625742;2.2482874353054623;165.20598109101383;369.7554136362365;1.6605293348139476;7121.479594584193;10956.877207318708;16248.715412649153;9127.23581806496
O007;O;45535.153933598005;27915.503519845446;3655.5079507485802;163416.9476053975;1.3200201906006246;1.087430720381212;0.7261325439090637;0.08382322937432865;5.316479886792017;599.4041521355618;272.6323249900327;1.6311779546167438;24109.68583672703;40837.75399104972;59290.829772720266;35181.14393599324
O008;O;12048.009853322763;6966.097140206991;758.1725287099117;47803.39512529139;2.165778184745637;1.15598616258764;0.581173483796435;0.06658440572855819;4.449772808801382;156.1828397901223;306.073286857438;1.729520793470412;6866.058496802103;10952.23032657366;16100.456476245754;9234.397979443651
O009;O;17922.580454810526;14565.606328987069;1705.6459837169427;99890.1515156965;5.512484208345786;2.1420695054986334;0.5357177034372556;0.06196451498183294;4.102069007799693;259.1829289638304;385.4040538666665;1.2304726662248677;8184.423786771178;14190.85831998656;21690.270377583056;13505.846590811878
O010;O;16301.287443044654;10065.950508720316;1698.765149663627;70234.26651870532;3.393302519471203;1.6774606243493084;0.25904393737002973;0.029465607705146304;2.158661946153337;215.00844454881607;326.6581769199263;1.6194483997236577;9641.246737282603;13678.794063684298;20160.94145947024;10519.694722187636
O011;O;18844.805525321954;11623.935650611551;1186.7968103842413;103760.9349006944;8.41885440209426;2.171338406261621;0.22789503850894235;0.02589165891017529;1.9152775939490048;248.4821872741371;417.5789662790617;1.621206972556709;11368.059577274056;16231.782713252844;24078.073968257646;12710.01439098359
O012;O;6506.265226416602;5748.783654938841;369.06353196665737;50358.54734656478;13.02635152209967;3.1299401006678287;0.4126718065532729;0.04682643352699749;3.3257061189001864;97.43563444613409;516.8391177706632;1.1317637985605877;3168.5404113531504;5223.102477273293;7372.626817667998;4204.086406314847
O013;O;8226.470529635435;4902.34342748541;203.4039506961704;39597.180591444325;4.295165216840119;1.5337883722206251;0.181136400499602;0.02045378828644082;1.5485479778995441;107.47138829362638;368.44392931130164;1.6780689993102116;4779.784693800186;7197.46310043237;10603.723509338415;5823.938815538229
O014;O;16211.558156005978;10063.888181729317;1008.570342972465;78842.76228764633;3.6797244474906954;1.6077341958910822;0.17588710207681132;0.019899781766854776;1.5024886488678637;214.14008903161442;368.1831022121525;1.6108642965089348;9401.420620062265;13697.250867346673;20761.0497509173;11359.629130855035
O015;O;14728.144820398864;9801.309974883025;1115.0047640797054;67415.50456319744;1.3229915796368257;1.1501916323830075;0.21327253857946177;0.024172936811646204;1.802902378891207;198.5412567047517;339.55413440064103;1.5026710570466004;6956.577697136139;12844.989568507255;19492.252063991764;12535.674366855625
O016;O;9010.528258166862;4995.169660223991;720.5998849975475;33917.510052925376;2.4359064113876414;1.3607138410310873;0.22730401730162073;0.02564216643502764;1.9246516186433928;115.61975125299412;293.35394416053146;1.8038482916639944;5473.233384130271;7943.542172786449;11263.863757057436;5790.630372927165
O017;O;16321.937461427919;10035.90761920328;1311.6977393083507;65041.454718972134;0.843954864925732;1.0143119553215285;0.19660522416253412;0.022263839652258057;1.669949093503725;215.02887283019217;302.47777362594104;1.6263538965022544;8319.115473828699;13931.230761928458;22090.52911348055;13771.41363965185
O018;O;7452.1523447771415;4863.225148303524;772.2455563966835;34118.13649605871;4.526856895326501;1.9408982993404646;0.3736015804298506;0.042522208894015624;3.028772859609049;99.86485415209155;341.6430813997653;1.5323477975056805;4281.787105649823;6187.972660197635;8902.240186061168;4620.453080411345
O019;O;14168.680962653876;14474.28145308887;1448.1197146542954;130120.35896274462;20.01966086720672;3.9223681516785787;0.22108038811877986;0.024883570148335737;1.8789998627015418;227.30940304114065;572.4372033091573;0.9788866555189324;6601.079669375068;10183.136346631756;16543.62924226232;9942.549572887252
O020;O;9112.328809176855;6618.683524140888;552.9661168152676;62067.88054820595;10.56367847347503;2.5680690011224243;0.3057804251612094;0.03465030352857713;2.5306070592409884;126.39225054326505;491.07346598721756;1.3767585012851395;5031.041067180848;7250.794205097764;11108.800486384942;6077.759419204094
O021;O;13800.555254105873;9650.462322609555;603.9867578844916;56905.124305520556;2.1506769118309306;1.454957899083076;0.4001379750224789;0.04539682704581612;3.234833100538621;188.9873412663105;301.1054810561783;1.4300408408178835;6846.732294747847;11258.457179088342;17605.55790403161;10758.825609283766
O022;O;14331.175181627488;12520.162306736287;1475.916114235934;99123.29107282196;6.76471080096224;2.200103948220161;0.38004875918138553;0.04283440232803225;3.1088636908047813;213.56310491880026;464.1405223552544;1.144647715462667;6009.340856958895;9716.01814023043;18325.40550580937;12316.064648850475
O023;O;6379.2991724368385;4120.336098071093;189.49731858515068;30165.922020334787;3.776643059273118;1.595390857593938;0.3937454076090841;0.04467978156336158;3.187328016743547;85.22649294564295;353.9500568159536;1.5482472838619314;3548.0039563241407;5450.860962658601;8367.397654551194;4819.393698227053
O024;O;11652.143641027773;7420.0096661744765;768.9526848165779;62335.24756162903;4.28892616158281;1.6062957492283727;0.19400975658140576;0.021940749729179275;1.6511413579034033;155.0286375093919;402.0885983588204;1.5703677171939927;6419.901139267922;9970.791513733055;15049.901272370198;8630.000133102276
O025;O;9371.082079074768;5746.249942160145;797.0385124437349;41782.762506212704;2.251545182290413;1.382516271205875;0.28110686078777697;0.032007579490553724;2.3279950324763568;123.36414106649667;338.6945521202198;1.6308169977639306;5310.943468332888;7970.138799571485;11959.769508217154;6648.826039884266
O026;O;6458.318522285735;4311.96946854679;186.4094159988029;30691.79781510526;3.290513714745793;1.5972197008982316;0.1727583507613624;0.019340464224507255;1.49268019768282;87.14832808078943;352.1788483039277;1.4977653643874946;3477.808431509002;5401.0119821048675;8201.532459009259;4723.724027500257
O027;O;10036.859610204592;7683.6539387144685;645.2676378076045;81137.68082576516;11.941598596561901;2.593370795315073;0.17878229224714462;0.020096042906486783;1.536346469355108;141.85576839988659;571.9730804110891;1.3062612775457496;5132.144106431476;8107.732262243511;12473.152536357218;7341.008429925742
O028;O;12169.016024337669;6968.440647743753;1343.7347154898832;46735.8130321687;1.6880852787461622;1.153164982866768;0.2848547529439795;0.03214128324784126;2.379584752592886;157.3730010793774;296.97478418547547;1.7463040355058146;7014.0545020146865;10821.390933104525;15683.256006726166;8669.20150471148
O029;O;6519.476266192126;3977.0636473020027;513.2828389315663;24077.25832126326;1.591157373079577;1.201858386043337;0.503317260921507;0.05717167468620743;3.9651213836342825;85.70393508282898;280.9352720851578;1.6392687782643027;3601.971597473992;5677.555611952092;8593.528608062294;4991.557010588302
O030;O;12655.011585072929;7769.74944032039;1085.3920771710452;51854.477131102336;1.7737120334980956;1.3549108925405249;0.37893914589469657;0.04296703102399957;3.0807185689174266;166.6525989551315;311.15312606113815;1.6287541422379628;7204.305350529423;10393.755039538755;15855.467827556999;8651.162477027576
O031;O;9944.797310754913;4889.508448858872;1684.6966432997601;31590.82088359957;0.5130561042130606;0.9272757308254264;0.6025878709067138;0.06830896627871597;4.645725065931012;124.36553663779439;254.01587720885686;2.0339053331784016;6416.31664844389;8819.847367970915;12678.570801623562;6262.254153179672
O032;O;6297.085906295936;4229.610496497045;593.0782907186162;29468.847848296922;4.12009139760425;1.819460183122687;0.49141683255391105;0.05595535675722348;3.8719728221014127;85.13058265803386;346.1605327743627;1.4888098824965492;3588.9003167225665;4972.870619190791;7637.267039814749;4048.366723092183
O033;O;8423.129965927401;5214.972050639297;888.5705361886536;34580.71268043194;3.5479299103601685;1.6507405381853115;0.43062072380482824;0.049074416770213104;3.4393506144757477;111.17930460420126;311.0355187374072;1.6151821877731483;4587.145734037534;6962.417553176412;10931.180800439824;6344.035066402291
O034;O;14360.560501076341;9471.939973820992;1426.6669633153138;91292.21593995226;9.03205528912856;2.1755991568220177;0.46138971590392336;0.052770042436830596;3.6435788697366265;193.06077167120134;472.8677667124969;1.516116079785847;8000.506078457709;11849.492145706285;18796.00496589525;10795.49888743754
O035;O;15237.982252231273;9403.538009952284;1259.175909955387;63084.17736712209;1.5095688804560297;1.2742561239050476;0.2531080348531283;0.028896172407044417;2.1039496612991715;200.94945610102124;313.93057035898835;1.6204520294493492;8285.53260881391;13008.588268181007;19404.07825950066;11118.54565068675
O036;O;6355.701690748481;4654.274777153103;347.529787016446;31310.11382236802;4.577743826947766;1.954632502249506;0.38523263660637885;0.044066616242979875;3.0974796049202244;88.40684639238178;354.15937905309204;1.365562197132696;3332.828142546472;4965.86402342517;7782.574020640203;4449.745878093731
O037;O;17303.607179479168;10999.422559603065;1050.61195742461;85446.2257574762;1.82511207514289;1.269839332815845;0.2310132690742874;0.02633476843496621;1.9332212543249245;230.1029552907893;371.3391062252754;1.5731377793439005;9128.111799715443;14811.594276276433;22347.72170876564;13219.609909050196
O038;O;19202.044574658274;12298.262863479596;521.0290961841644;106426.8145112558;6.6104909907882945;1.8819422973573308;0.20902459786864228;0.02370906666609842;1.7673663136042235;255.90403420760848;415.8856457296582;1.5613623474970482;10594.83080072848;16916.12881316069;24932.766405023744;14337.935604295264
O039;O;13396.338804084111;9562.584129474428;1276.2381134410844;106778.58241460365;18.252162457816297;3.1360621537996156;0.22295514134800046;0.025389993095826277;1.8713085736922639;184.71330791061126;578.0773655262416;1.4009119943628032;7259.5704986821565;11641.998377059826;17023.85901107053;9764.288512388373
O040;O;8096.9761128992095;4894.150170379675;563.2672755548995;45749.58870807616;5.162183373467661;1.822178291957554;0.2688967851627192;0.030834249439261944;2.2164916349673023;106.17800750375265;430.876315949508;1.654419221114964;4929.592001945499;6818.807655151741;9803.050283158263;4873.458281212765
O041;O;16243.002398722181;11337.420439292413;317.08721525333135;105865.35414632331;6.906889547863191;1.772617021491306;0.21489565707381142;0.024470303329943335;1.8071864184452513;222.2997015803052;476.2280533610151;1.432689427519893;7921.963766829021;14046.063629784472;22695.78716599668;14773.82339916766
O042;O;6371.2945815928215;3707.7772984768076;232.03978091957737;25317.326424213064;1.945726711096932;1.21599163453313;0.1183872954433685;0.013128028378704141;1.04526132451987;82.72820292537007;306.0301750668037;1.718359563884868;3704.0879779962224;5640.272758079706;8221.98482180561;4517.896843809388
O043;O;4793.043378391385;2512.150537143268;602.6565496727984;21028.304578489304;2.7184706365757965;1.3801153318449877;0.44044714622068837;0.04996214184077494;3.527496559137993;60.7304043179029;346.25662079266453;1.9079443319674108;3008.2286550982917;4328.335950173513;5926.122106140975;2917.8934510426834
O044;O;4769.495202182935;2767.0383851303286;162.45572284265947;16983.054301113247;0.9327330510728458;0.8346748630391364;0.3860169360464171;0.04391193462358526;3.1220537719731967;61.881280978746915;274.445745668162;1.723682341312475;2660.442126149142;4448.221206326429;6507.177826954524;3846.735700805382
O045;O;11662.671132600202;7727.74970873979;502.1907354171937;46779.085682451565;1.8793501472009542;1.3946328984883483;0.18039647617406868;0.02034693146768285;1.5442837169976364;157.00920632255816;297.9384889466231;1.5091936944347677;6162.836192075895;9398.541666094194;15058.785158098724;8895.948966022828
O046;O;8949.504998565584;6410.879514760345;679.6051642985074;42570.1717868022;2.5102486891793294;1.4846799791944254;0.26054009580229304;0.029587129077785334;2.174129741236303;123.54595911692711;344.5695196433959;1.39598708382529;4230.419002719533;6958.9146470717305;11957.840924673637;7727.421921954105
O047;O;10179.295304929883;5522.890030933339;754.77282261612;36853.27444474891;0.9686021540837193;0.9648528034294718;0.26845932638815934;0.03025922230336478;2.25362876137989;129.96820343501216;283.55608118547707;1.8431102643573072;5995.77000391217;9269.515951732414;13193.563139449992;7197.793135537822
O048;O;12460.822370315771;8040.544633860703;922.6238242809404;58431.393277647076;2.265236603061128;1.4063097480417004;0.42425549202747886;0.048119022132135154;3.411379015321178;166.4272869242168;351.0926264408432;1.5497485478583375;6835.577737955192;10069.965802752919;16489.692401660184;9654.114663704993
O049;O;11072.844203105982;7578.15664990645;1721.3194899028695;57191.337319456645;11.351314849079152;2.838136156864484;0.6202170873259183;0.07062580500536175;4.736808763232206;150.58088069816898;379.8047737155523;1.4611527201991361;6518.507467679751;9159.46877876261;13429.385558793161;6910.87809111341
O050;O;5210.695458896244;2853.11122978029;572.6011930328505;18181.635409264825;0.8573113462921769;1.0241449307255386;0.42208364036729806;0.048001391878998614;3.385739809136699;66.66921885267392;272.71409088267137;1.8263204758748592;3046.1906458647036;4596.229209969756;6721.07092707637;3674.8802812116664
O051;O;6907.0812228971245;4025.7223881161754;148.82989458660484;26911.417383493244;2.2238201020525246;1.3464551176594952;0.13226495772526106;0.014727993871708065;1.1594524728568312;89.71983524846854;299.94947392586306;1.715737091878626;4030.2064542787352;6006.047198315146;8668.419100778616;4638.21264649988
O052;O;5270.819680417956;3076.1645939281266;399.7805506277865;20243.25832596553;1.3494093969341554;1.1560959965115887;0.16095182247704284;0.018048878909239965;1.3920680362865312;68.48884215917623;295.5701642454078;1.7134387707412468;3019.2496831152857;4577.598110720761;6773.917557092576;3754.6678739772906
O053;O;8305.40249099405;5329.422373200464;334.5110970821699;38647.12242834611;2.8603993586240817;1.4436792897100041;0.16646370606294672;0.018746564626487137;1.4317913921087762;110.74652417024608;348.96916826875287;1.5584057538315226;4609.377002800579;7071.423851708727;10566.638610017282;5957.261607216703
O054;O;7924.300545511525;4525.400826831975;817.8800365466597;33910.11660034227;2.19475834065321;1.258038146642887;0.22664705957908166;0.025717529347195452;1.9078377810408955;102.41036615305458;331.1199625012847;1.7510715290735834;4572.210157267699;6879.35465382164;10285.844276766078;5713.634119498379
O055;O;6918.064029594201;3881.8953049007814;919.7367193384455;27641.20096814352;3.2013830470528335;1.5432595218592824;0.6675919614482866;0.07589945655129869;5.049309816971113;89.02545490832524;310.4864894721099;1.7821356544212679;4333.307605852673;6093.466235680596;8490.094096661454;4156.786490808781
O056;O;8504.803942872077;4725.05112084315;1098.9662553565447;42539.25945336796;3.778671703091855;1.523075871334328;0.25799581103543473;0.02908152864790476;2.170899013218035;109.18624937718627;389.6027173386565;1.79993903248066;5311.202541982182;7457.740958857902;10616.857694642782;5305.6551526606
O057;O;8805.804038853432;3952.8839828495366;924.8395937914225;27881.76254906056;1.6345649427085958;0.9825328530133658;0.7753223513410145;0.08806401747034463;5.717173710810417;108.32330826009976;257.39393485022134;2.227690991453168;6016.253142319145;8396.083526800565;10836.193346769747;4819.940204450602
O058;O;14301.459500328396;7625.084510955514;683.2106531643936;73770.90778152432;4.565999024332966;1.3639472875313705;0.21507854861585052;0.024177586640567725;1.8328588645460697;181.88547121647898;405.58988735126974;1.8755804581287523;8944.085096541983;12997.90102022917;18163.67204345589;9219.586946913905
O059;O;9126.663852353537;4762.965085126071;707.5282447614766;36190.914427902026;3.2136317135899892;1.4035971429632983;0.5276863784122765;0.06015905310092846;4.116005425136731;115.53284150184096;313.25217970446386;1.9161727388795171;5889.632504074174;8107.538477713842;11479.007388970127;5589.374884895953
O060;O;12917.026372614342;7116.986011286193;1167.6062956875949;49926.73085529903;1.5994157366217934;1.1644561004872962;0.4747631397060976;0.05397757459194314;3.761977212591815;165.50855152884418;301.6565029064253;1.8149573923751405;7478.163167607308;11120.54747950982;17262.344211970052;9784.181044362744
O061;O;14630.13747105075;6914.620424981951;1721.6881241755389;51715.99351825632;3.363005687334967;1.3518627390910591;0.5849182057263042;0.06669021190855708;4.499219275602072;181.6010859370866;284.777997066453;2.115826548944505;9872.06580442108;13714.495345625022;17987.694313527445;8115.6285091063655
O062;O;13927.785191643678;6710.491434737643;881.7791832500832;52692.28451649439;2.0937335454212054;1.0855793914147005;0.20181366161661032;0.022675429639370116;1.725897121970287;173.50073702478326;303.70063793427977;2.0755238758736607;9185.51887798636;12836.991593401883;17590.747318113976;8405.228440127616
O063;O;10575.238190334589;5879.799070641138;928.6015896503308;34975.17774439461;1.1132732286817877;1.1170482908478765;0.38829886488853993;0.044113040286652284;3.1433251051891618;135.79122546589437;257.5658156438028;1.798571356483693;6190.690007304691;9355.76472323442;13419.22748180369;7228.537474498999
O064;O;20909.86552709552;9858.750546879695;2713.9555935320454;65497.11422680011;0.7089172229685663;0.8828022517240671;0.3254132229690203;0.036860177694248014;2.6819126112256915;259.4358922834096;252.45972579326303;2.1209447817617737;13479.382760645316;19238.99724947784;26375.966206337525;12896.58344569221
O065;O;20494.63189864496;9556.366165623149;2550.8663010109494;64168.429715571016;1.0788194171528307;0.8805800951186867;0.4585948715525971;0.05219425709498754;3.6436727295264264;253.77603499659395;252.85456806996078;2.1446051295491095;14095.20344552383;19098.373462774412;25522.10345594411;11426.90001042028
O066;O;14027.020182170449;6219.658408741496;2180.474714700803;44763.61420207081;1.0590925411507932;0.8264042153458258;0.5570842354880293;0.06366593107972215;4.302626747929618;172.19923069498677;259.95246332638817;2.2552717947429395;9630.46595799919;13303.508416334396;17445.921411005602;7815.455453006412
O067;O;27837.71662347492;13834.700993075268;5031.683590907365;86272.65990602961;0.7924475216743438;0.9348429071890905;0.4921070899035365;0.055877928174940084;3.888787554740427;348.8623862371374;247.297110005394;2.0121661203526284;17686.404534903144;25036.71562789415;36016.38341760658;18329.978882703435
O068;O;19657.010429508966;10257.158890829747;1281.6069510818666;66652.00272048355;1.4108334041046637;1.198766113593053;0.5963098258562065;0.06784315856930284;4.585392900207436;248.8278231711133;267.86394652758935;1.916418633924352;12681.687472075813;17225.346920188545;24099.857358899233;11418.16988682342
O069;O;13016.709585037446;7031.8939723967505;1691.2321103107358;40930.1099282945;0.5060109574723368;0.8305924008691018;0.47323725850494225;0.053923551374324384;3.7420494283421086;166.03323589933245;246.5175704526461;1.8510958265488227;7313.576227431666;11928.753657098598;17305.187768810734;9991.611541379069
O070;O;13796.892012639779;6963.121906826332;625.4972214344485;38938.988359155;0.09368110912931193;0.6655321810646674;0.21037092899431745;0.023658805157299824;1.7938704738255626;173.43735426989787;224.51327468106638;1.9814233036928344;8472.196423324125;12668.785392318416;18239.64168525346;9767.445261929335
O071;O;10031.77177350017;5579.644518757531;1421.3083046789686;34483.12571952343;2.505278829041888;1.5554460168204638;0.612029883508244;0.06980460981335483;4.675056066207877;128.82381983972394;267.6766281455214;1.7979231006161005;6350.277125848619;8650.658648772533;12006.909187822732;5656.632061974113
O072;O;23312.277656311533;12016.403819455358;2666.6690839598828;84638.9107737818;2.3547311493875744;1.24293926674946;0.5377635291584502;0.06141198709864666;4.17641621299347;294.33275311511017;287.5619851273585;1.940037802205632;14129.206903045371;21510.441409607512;29243.821586868067;15114.614683822696
O073;O;12240.333872433153;6648.344922141262;366.788248641191;41599.26463173095;0.42880446132793404;0.7707277862786382;0.6100655958709976;0.06954668823127036;4.66488688463884;156.32196620254717;266.1127264598922;1.841109932739599;7352.482649382696;11145.110406112566;15943.290976950386;8590.80832756769
O074;O;12756.80847184619;7585.297678917867;1045.1924683834827;42502.75217232911;0.8528345572244884;1.023022595056806;0.19740450165937054;0.022168569422868965;1.6907766060304084;166.5598368531249;255.18007807493657;1.6817808623782449;7034.039886238037;11015.960487167962;16895.617195778657;9861.57730954062
O075;O;10021.327098188536;4516.574546641822;1577.9854303306445;29014.34724049535;0.6599948127470912;0.7762553449824884;0.5626861829323693;0.06418549908449823;4.349275802672897;123.35897241831799;235.2025691500241;2.218789260467233;6785.740118294107;9462.729671449728;12511.767716270784;5726.0275979766775
O076;O;17965.185101147435;9035.38174549353;1943.4298979610576;62121.76989009237;0.894477781384567;0.92607462859457;0.3304395725661383;0.03744282330846202;2.7191128816383885;225.67726198040666;275.2681831787103;1.9883150050752108;11425.041337290502;16675.818815580118;22591.272180234646;11166.230842944144
O077;O;21205.73241764794;8913.261459926707;3399.354701389231;65450.7354676303;1.4077520387535678;0.9870502436164206;0.5474046803229112;0.062389518602159175;4.250894158940992;258.1491273320616;253.53847268071493;2.3791215497253364;14668.595661901207;19759.033340649265;26190.271897299983;11521.676235398776
O078;O;17865.512985849004;10362.60428584416;2148.895012846294;88464.54041427611;6.536214687548407;1.9589376959340368;0.3163142859393886;0.03609464661370909;2.5920122063970297;231.78209002963519;381.67116537332635;1.724036978836893;10574.8817635524;16083.633752187656;22154.238941369476;11579.357177817077
O079;O;12812.176160203608;6210.193257520485;1171.0299436675293;40958.274260390186;0.20451452405314585;0.6334353102879917;0.6376086388997776;0.07313392355866685;4.808486775977701;159.78510374033655;256.33349606200227;2.063088156666974;8224.7753596117;11973.763185798935;16778.659542068293;8553.884182456593
O080;O;21038.172308299487;11536.636994934679;1086.0635044099945;67174.24232460905;0.2780398906505819;0.8666597396189488;0.473771071710958;0.053884129103942364;3.7535150583089743;269.26962675451927;249.4683233837165;1.8235966267757744;12268.120639675844;17824.44657082038;28420.144205837536;16152.023566161692
O081;O;17811.13704479496;9642.183458738653;1499.4651463543332;63809.27451248928;3.249500110584509;1.6625106620952173;0.6920714193923104;0.07895340771275844;5.182398057822208;227.29609421057037;280.73194453299953;1.8472099313411043;11728.39803240326;15626.20995869221;20727.1389893963;8998.740956993039
O082;O;13085.21903898259;8924.490472506935;847.9127752687051;65742.34977840332;4.308880950267482;1.793661799741535;0.5673566895219632;0.06502472581320844;4.356838316305167;177.75166197964634;369.8550497149851;1.466214690832303;7171.579605634378;10348.869026943845;16041.433681985227;8869.85407635085
O083;O;10759.7857708783;5702.400274651436;661.2484888574368;45423.01115946537;2.6814242601384315;1.2178167106806799;0.1752403900153256;0.019639591348414594;1.511630726013501;136.66150737470653;332.3760437891402;1.8868871444728597;6669.861896031072;9672.810988148784;13963.244337900118;7293.382441869046
O084;O;8821.315738990219;4533.398357622956;728.4001005670784;30751.086204233892;1.51971257871012;0.9460646358625547;0.6212999331226923;0.07090439023482208;4.731890839672081;111.30512221464014;276.2773679447895;1.945850561347005;5458.155101685371;8315.717268048797;11421.960242226416;5963.805140541045
O085;O;8230.52914591264;4530.043104299745;842.7599629239687;26842.107167107588;2.621685400836115;1.4805915421098184;0.38627898608505706;0.04397544160345344;3.1213810885926723;105.43355408033746;254.5879004197719;1.8168765630729946;5115.837228171601;6949.0642570646205;10321.312331697993;5205.475103526392
O086;O;15740.594099532485;7199.171139308862;1928.5108022447614;56760.46681424411;2.4808236893102062;1.1061721880782283;0.32444691172415474;0.03669521081821655;2.678835825400324;194.24800674224895;292.2061737784551;2.1864453275163593;10797.730289075034;14720.048362576352;19450.54073114906;8652.810442074026
O087;O;20149.035801974936;9603.461857284192;2673.52679267098;65431.1615020639;1.301718955123163;1.0406455539005324;0.6208810845993524;0.07070822794045377;4.740589993476955;250.4932472665557;261.2092829490013;2.098101299448799;13202.771039636229;18285.039298444342;24864.088229980047;11661.317190343818
O088;O;18684.550496878815;11079.960146985124;1880.1422446755416;94208.96803854052;10.552200501307217;2.6523625459045963;0.4836522899972351;0.05507613251209351;3.8175116110345866;243.7836572717599;386.444969662262;1.6863373377712838;12221.761519730211;16349.420305179246;21776.002621387786;9554.241101657575
O089;O;13418.977463620173;6364.956587054808;924.6354804867493;44063.8036475893;1.286898181876241;0.8811371560904684;0.6407865080782078;0.07300270167332622;4.866776661551423;166.67651762315606;264.3671962670499;2.108259071383455;8901.720808439231;12777.337143477976;16602.17399054394;7700.453182104708
O090;O;11412.888456003922;5596.9439565389575;1413.6547110137117;32203.445850863412;0.7657733797676012;1.079641998979765;0.6496186499952646;0.07408834697630999;4.917121797893566;142.6537813386127;225.7454765564407;2.0391285931441474;7358.355943004985;10153.121966789175;14035.26371244101;6676.907769436025
O091;O;9056.995399675488;5942.257822097174;775.7257373334085;40442.85892402571;2.667522732293338;1.5355550607191508;0.5007432153776517;0.057073100697324665;3.932347896194958;121.56597533622666;332.6823875855808;1.5241673570600889;5030.688054550279;7418.738290432348;11242.11765236835;6211.429597818071
O092;O;11919.803709841242;7668.57761378466;1439.758273159697;51887.34224846239;5.418136904501068;2.017823002651855;0.40623841691535534;0.04634139844300368;3.259956768953886;159.06243055346184;326.2074021371297;1.5543695728416163;7116.099684197329;10305.385238840765;14242.00891138448;7125.909227187151
O093;O;13092.467695819762;7778.076107464819;2076.654273337267;63007.84685296627;4.702935464030421;1.7693465292759065;0.38381000453425473;0.04363441797709056;3.1078651215843744;170.90335562733998;368.6753055355848;1.6832527112012423;7981.967813510944;11375.844945683122;16145.972833073542;8164.005019562597
O094;O;20653.29157966678;10920.422516348053;2519.699348802123;74752.19666608905;0.6568013189928972;0.8017440269296232;0.19273404335704844;0.02180906801616783;1.639792969557056;262.18758090947125;285.10960132737813;1.8912538913900503;12378.611440539895;19073.301210658283;27390.988542308798;15012.377101768903
O095;O;14727.040393286587;7632.752039118907;1645.0743646924736;63403.92567029238;1.703424847571319;1.120204596217746;0.19894009573400764;0.02257354615177499;1.6853746400375607;186.1530959127603;340.60097340527875;1.9294535336414012;9056.144178536884;13047.114892129623;19080.62699003022;10024.482811493337
O096;O;9577.077353963627;5419.331088428756;1368.1700366448772;39156.18846622955;1.6424802938978438;1.2043109222688646;0.20402558601670462;0.023033476067364528;1.735474045172776;123.49321567849896;317.07157556062344;1.7672065422266607;5583.432907022223;8373.253040366048;12322.844357258975;6739.411450236752
O097;O;7223.531467119682;3749.2611923081513;1222.0186697954946;24976.338017817714;1.8226562580496708;1.2761676731781098;0.38052165488797235;0.04339314960626754;3.0734076711453935;91.33516097486388;273.4580828591454;1.9266546385029717;4587.2061217348355;6260.899527020729;9043.636097417995;4456.42997568316
