name;class;SG_average_delta;SG_std_delta;SG_min_delta;SG_peak_delta;SG_kurtosis_delta;SG_skewness_delta;SG_centroid_delta;SG_sbe_delta;SG_sbw_delta;SG_rms_delta;SG_crest_factor_delta;SG_var_coef_delta;SG_Q1_delta;SG_Q2_delta;SG_Q3_delta;SG_interquatile_range_delta
Z098;Z;28724.23618167669;27421.94375020253;1175.522168845691;176938.5991310586;11.28110253771885;3.002644170993399;0.13279616333181435;0.09790858191620434;0.1465721295437639;630.2701718201095;280.73452789315894;1.0474908869822381;11343.69001159587;23281.228768426157;34718.436197139905;23374.746185544034
Z099;Z;20104.36574058165;11592.29862491298;2016.8376563407971;55389.75990268598;-0.41053182028450674;0.58185097535709;0.08958324308317345;0.06604835616984159;0.10598400569682397;368.31938734372585;150.38513259415998;1.7342863905675623;10597.967877117797;18558.74597116233;27863.71722931336;17265.749352195562
Z100;Z;36415.815604544;25808.306172057615;3788.4201842787843;163021.54707851226;8.430916982089677;2.4974990619745965;0.13959745887686836;0.10292307318840592;0.15237076690009718;708.3845270685489;230.1314340576174;1.4110114535130176;20861.826225594672;30867.3427322864;45317.32817681057;24455.5019512159
O001;O;29958.788791697672;32253.53550701223;1131.5710199084417;207718.16927487208;16.72591453810373;3.81548911112284;0.11449137772270586;0.08441274320895312;0.1301778300294604;698.6528199781263;297.3124323485525;0.9288528628182279;12298.441746229864;23673.612338377123;37971.16802808706;25672.72628185719
O002;O;23269.4914354187;14921.611464169559;1795.2443510102614;85550.50712732346;2.0542751456756427;1.402478284303714;0.10054950380060021;0.07413361261722727;0.11690722038197651;438.719145642534;195.0006239231455;1.5594489570576504;13270.643893032115;19158.268353253436;28853.77789257814;15583.133999546024
O003;O;38530.99079938106;33671.186569908314;4233.047080856437;185039.45835186733;3.990706251453121;2.0005544612976776;0.11275859344576242;0.0831351878408939;0.1285656732129083;812.1225815155286;227.84671004537162;1.1443312435510045;17517.028404675682;26823.980343104926;46511.96652664958;28994.938121973897
O004;O;38335.00029825877;28784.04189779643;2173.4717195161775;134806.99199626053;0.43108195300446184;1.1032771747687986;0.0885002325183373;0.0652498690302815;0.10488182809418391;760.8316601413547;177.18373072331767;1.331814358607973;17324.628730624092;29016.363587451095;52349.519218476315;35024.89048785222
O005;O;18596.985337154085;24177.493332560993;143.53233471617358;129206.40457786186;8.0991857407233;2.876787375370592;0.05826604181542417;0.04295866224511429;0.0723838497102008;484.10478482375856;266.89759867773313;0.7691858325159222;5734.023553128842;11554.899456971812;18822.12463931697;13088.10108618813
O006;O;98493.77908811756;49284.05150474453;14993.004024236128;330609.25076294725;4.7737264687206755;1.6591452323938785;0.1614787145281821;0.11905578860438518;0.16997179597510026;1747.970557812011;189.13891271531546;1.998491927528232;65332.314876929806;96178.516366477;120860.68201481589;55528.36713788608
O007;O;123636.39238339581;69485.75919513429;11264.820800605883;326035.8251337828;-0.2719236267372911;0.6032433709663411;0.15434717155400085;0.1137978109493238;0.16441032192752142;2250.901205048315;144.84679487600368;1.7793054838214013;68803.13545510864;118049.69693301237;164269.20179799298;95466.06634288434
O008;O;27201.822695512124;20268.20997075749;561.2010532919719;120615.07342487136;6.038705028141642;2.0527849087302905;0.1019506481684045;0.07516665494819294;0.11827193944916063;538.3853772648295;224.0311095327935;1.3420929985804515;14018.3891628004;23430.624942647744;32115.496979446074;18097.107816645672
O009;O;58777.140389304455;53905.46647456112;2067.2206640098575;322811.59742478153;6.868263637768523;2.3440949736302272;0.13781158919712455;0.10160637876408007;0.15086337795692817;1265.7622376906882;255.03336077850852;1.0903743949056142;25588.028444606593;41081.314531395285;77693.84867218454;52105.82022757795
O010;O;24108.706252721557;22545.23302438612;2271.4194565225125;135835.2502627626;6.981383899298159;2.518154863592996;0.029553040859532677;0.0217890054145509;0.038355886178976624;523.867916829323;259.29293606086196;1.0693482842534516;10855.76486219811;18603.72294848458;26772.147533349213;15916.382671151103
O011;O;33204.97370176573;30737.441134572186;2806.581830177328;191417.20891517485;7.531925759254822;2.626005287631003;0.0309389898159675;0.022810844400920686;0.04007081488618047;718.1280882562876;266.55023253576087;1.0802777484433526;15572.430987070635;25085.42683440829;37923.02299928495;22350.592012214314
O012;O;8397.48441566866;6503.028917704465;526.4894690759045;41317.794323626265;4.919810682711225;1.9398205876276535;0.040986732436275916;0.03021889149152305;0.05228239856913407;168.56717981207996;245.11173746685253;1.291318941056305;3822.524593089503;7030.103403611679;10939.406398004563;7116.88180491506
O013;O;79545.88853642167;33499.4356704012;12100.937010902864;179130.31914079073;0.006856742940782645;0.40741301578181666;0.13412592162960763;0.09888899238862839;0.14771822361364212;1369.8591162263206;130.7655050208797;2.3745441361779513;53965.3156817914;78524.9782006763;99720.89724906866;45755.58156727726
O014;O;86271.10543069734;37862.5984815219;10927.5911870448;219250.24642831957;0.4415193929290342;0.7545124520534603;0.07181640970147617;0.05294914141920942;0.08736451322699361;1495.2721457735713;146.62899128298253;2.278531027731767;61044.35110913901;80104.040486641;106060.25317808116;45015.902068942145
O015;O;19609.230523004095;15557.055408035816;1024.8612832760907;101375.42681804614;4.861692437781194;1.904531979021925;0.021826127844983178;0.01609207052680057;0.02865829728083688;397.2651769592145;255.18326975951862;1.2604718572176052;8011.113501040517;16680.691927348933;25434.261475697036;17423.14797465652
O016;O;91741.6098232439;40718.240732169535;20222.037403657592;220487.2878337722;0.07180953938993984;0.7199297390373353;0.1770539377458327;0.13053916267188861;0.18153919598099905;1593.0024960634214;138.40988220585567;2.253083831069431;60551.259895111005;84676.72669762041;120256.61468061464;59705.35478550364
O017;O;28902.0718865888;18683.44207803852;2742.2107950436066;108292.43715283686;1.4936591576190308;1.2862708184542582;0.02673573356766866;0.01971184780059667;0.034846918499487414;546.2030068946871;198.264080911068;1.5469350757675315;15118.679485162662;23641.773700347316;39270.619013458694;24151.939528296032
O018;O;13821.18382667015;10785.274858868648;1341.6288216113387;57719.83726910312;2.260897938358749;1.5717881001421319;0.053482796449046056;0.03943204853106327;0.06693219380232514;278.2399143047787;207.44628754405775;1.2814864718357268;6193.455902111188;9991.655735529303;18200.863819224694;12007.407917113505
O019;O;82624.53240225294;31328.846392993928;23540.65811046064;184573.24460709625;-0.10603155811931941;0.5156767257040431;0.0984072409443835;0.07255415495006673;0.11480715180927069;1402.4367037631887;131.6089661029456;2.6373308281383214;60875.35338855314;78524.62249056657;101207.30602717749;40331.952638624345
O020;O;14083.243547380169;8626.597936410755;1031.5181891709094;50954.2100170147;1.0092954374097127;0.9704670086404114;0.03631743119459418;0.026776287039387447;0.046655758479154916;262.11498850085627;194.39639949032616;1.6325373746628726;7482.809747715773;12460.748521696467;18944.171485241903;11461.361737526131
O021;O;40119.52075562846;22905.02036121442;3186.972992946903;116890.1919962441;0.13419295511846085;0.7358197823640149;0.08949926062835682;0.06598643718927293;0.10589868817629029;733.2024753615532;159.42416443507474;1.7515601437125867;22661.692858024166;36465.60481968986;53760.56165673353;31098.868798709365
O022;O;23515.044296831788;16239.012477665108;1672.9750722350495;103193.81412019019;2.41466040536325;1.4607542955514046;0.04766410907599575;0.03514201924847333;0.060184275108999985;453.5510142774141;227.52416127785744;1.4480587615271572;12645.880055888963;19142.158668067932;29849.535229308465;17203.6551734195
O023;O;9830.90374685766;7024.317230869278;529.9762080227003;40884.28763717484;2.165974996506936;1.4443517232181886;0.04669455996260866;0.03442718550321933;0.05904744551475724;191.76214606891017;213.20311894341742;1.3995529278852146;4858.17934290325;8029.280233606643;12672.95775909862;7814.77841619537
O024;O;83066.37399451507;38018.81913629624;16437.90649375974;199492.55475477708;0.05319490163096585;0.6828014730873753;0.10607319706232857;0.07820614724945602;0.12224695248933477;1449.872147330863;137.59320442290874;2.184875171864881;54275.99246105457;77156.89107279808;103396.64789019128;49120.65542913671
O025;O;18744.357836826057;12204.426454165907;260.7823151023942;62457.502243813695;1.388150988065581;0.9845122201767676;0.04341786152987948;0.0320113258212348;0.055178990213496794;354.9928071751985;175.94019084727324;1.535865524465329;11013.85619842079;17855.07684561023;24687.796124417873;13673.939925997083
O026;O;71875.94795507778;16007.739557249612;19477.720023884835;123369.81384685743;0.8894646476826842;0.3729892825755247;0.14597073370981564;0.10762199133031738;0.15766245210596458;1168.6931731815907;105.56219260783541;4.490074797757843;61632.40780082777;70803.83627176295;79756.82012641437;18124.4123255866
O027;O;75228.01094931278;26209.83426882319;16267.952775480944;159642.0520054182;0.30535930852080195;0.6411301671076791;0.1021473373919131;0.0753116709070035;0.1184629574149417;1264.3343390312864;126.26569339857802;2.8702207796406065;58498.55108171;69696.54732336396;92619.85303252206;34121.30195081206
O028;O;95033.62199306994;33880.413856557556;10415.05381388893;219446.04188442352;0.6010476412079946;0.5199425510206993;0.17022361237679803;0.1255032681540818;0.1765635090982559;1601.2645940960595;137.04545937850108;2.8049722885742194;72552.61034809725;90687.59738907499;117482.87407338628;44930.26372528903
O029;O;10810.007694875363;6260.384141134194;196.94008908536222;33577.09964039613;-0.323939497791947;0.6505198771857968;0.06428786159594362;0.04739845794758817;0.07912547094997661;198.25985794913743;169.35904215673438;1.7267323300255044;6238.138623033178;9416.668243661808;15003.934777542092;8765.796154508913
O030;O;39020.766268297855;24219.14882722282;1966.4507782816795;128474.29379793063;1.8508977308911891;1.2188656440471777;0.0898469551403491;0.06624278703971365;0.10625174477184537;728.8905634049121;176.26005912023422;1.6111534945620267;19414.229808362037;35168.49437191496;51250.63134249873;31836.401534136694
O031;O;17824.09432127904;11380.205368782013;241.67498193895358;61565.743766086045;1.754809218858389;1.2767304096107819;0.08302789370504994;0.061215197248121606;0.0992478001150439;335.6288179344668;183.4340213840251;1.5662366138113635;10314.341331105776;15141.92779142818;23319.430149485022;13005.088818379247
O032;O;8586.935341692664;7609.282621931095;353.03162793869967;48785.51980655942;4.055206267700182;1.7718491143862736;0.051745789258736394;0.03815137967351107;0.06493117106301288;182.09295421713796;267.9154721625572;1.128481588651186;3225.0834271222984;5925.375933198006;11760.101949949403;8535.018522827104
O033;O;14200.53534712747;12276.482466308145;363.0129131253808;66904.16860281248;2.6460077959046053;1.775976816980432;0.05610752790081067;0.04136722292093639;0.06993433502182145;297.92194888908546;224.56945133545867;1.156726724132889;6557.236886147548;10010.908184914062;16306.1823100192;9748.945423871652
O034;O;31989.42297329302;31953.89921662701;1952.6883866133437;194685.39662505896;11.23606297842631;3.0393745916449095;0.079718153478375;0.05877497635638499;0.09578751968177575;717.6042666076838;271.2991068815565;1.0011117189932028;12564.892120197821;24174.646044586676;41126.61338849317;28561.721268295347
O035;O;27078.378326573504;18716.575064286873;2940.0304732743;115868.02956137406;2.5292104214256472;1.4320034198845613;0.03482332851516185;0.025674707965789505;0.04483766625290218;522.4310434856587;221.78626443846605;1.446759261967848;13335.738328648717;22022.890804719682;36249.514785645944;22913.776456997228
O036;O;12266.234305885517;10139.444820920051;141.8452737420566;58862.128759655476;1.4913430520074273;1.4164220290774492;0.057675613965301735;0.04252334881377007;0.07171555737347823;252.57806500716168;233.0452913953018;1.209754037082721;5198.048508958287;8579.772011645242;15941.626564880597;10743.57805592231
O037;O;36923.35507033596;22444.261266546706;2301.7515916660177;115290.03338683661;-0.040917582232268046;0.6868542193330014;0.0381091081238749;0.02809726306005407;0.0488246526940421;685.7820212853087;168.11469214482662;1.6451134047958362;19197.50942973881;34867.990887342436;48091.94881234813;28894.43938260932
O038;O;89963.43267266627;40101.54385325289;23454.83552924479;248693.9408324699;1.8210981349324795;1.1730204164969935;0.0753299664912093;0.05553963314829094;0.09113810992037921;1563.2389869734839;159.08888078204535;2.243390753280656;64321.403571852454;84316.03775996683;106450.37314943713;42128.96957758468
O039;O;19745.268818901746;23871.92612548165;148.75944547654805;167751.69970249347;16.445740231261045;3.777677291229619;0.0253789869624748;0.0187115392615447;0.03314609981379913;491.6800217070855;341.180630280785;0.8271334585701915;7725.694621620858;14267.329669541106;21906.692611623377;14180.99799000252
O040;O;15767.733215242604;12880.92078339906;1251.575927983323;77121.5678307066;3.7583258272127384;1.9267371038652257;0.040720636549434266;0.03002270306046648;0.05196398689068738;323.13776919125553;238.66466623114138;1.2241153781152097;7378.737970250184;11551.301465825134;19564.41884776178;12185.680877511595
O041;O;28526.511267585378;22077.759319913926;2090.526956384557;145803.59745840414;5.9095616838154275;2.0136621434675814;0.029144491192087462;0.021487787987945366;0.03784894211543913;572.4993376493967;254.6790675025994;1.2920926826960533;13438.407177554423;21976.543204037924;38764.76489642625;25326.357718871826
O042;O;145098.72698579225;22433.928076115342;104643.12618236119;255100.1909952079;3.331875216060091;1.4626691577073132;0.20275435690026147;0.1494876889766342;0.19892811686980721;2330.2264028673476;109.47442303516374;6.467825273108281;128523.34989670991;140928.33466615778;156155.4238583988;27632.07396168889
O043;O;5704.084150080342;2966.354225121389;463.4151251896158;17444.707209249897;0.3441136161123204;0.6885415079996058;0.040322772368857764;0.029729363880040282;0.051487396043682285;102.03944683479492;170.96042511376436;1.922927512086632;3551.498382066956;5406.062774577289;7353.0116867966;3801.513304729644
O044;O;8083.403745628816;6143.653284975305;149.201855403439;41668.020836567106;8.768688419193325;2.5071775668041254;0.050470684866132064;0.03721126469019585;0.06345501719381486;161.14037233787008;258.58213079711606;1.3157324104531247;4250.411545160225;7020.121608137935;10060.363720424071;5809.952175263847
O045;O;77929.33543589109;32780.857899409966;15582.465204080465;185926.02469416687;0.05937737865679171;0.6450599781521131;0.0922012135628463;0.06797854579830842;0.10863086150316711;1341.7877812454105;138.56589491491377;2.377281756170688;51735.30882650615;73589.00076002523;98266.99008739514;46531.68126088899
O046;O;17562.596669776703;12305.866176849573;694.1373645421883;74882.77853768702;3.100912045275411;1.5202521489567096;0.0393756114596477;0.0290310366156034;0.05035038255107938;340.35066527345884;220.01654816076692;1.4271727335062656;8908.544440315574;14606.550653065959;23563.35719268212;14654.812752366546
O047;O;90025.45993066163;26428.537549532586;22309.82876770592;190708.18762257043;0.883858624446292;0.5212116762528977;0.18148476313690218;0.13380594252360736;0.18468657876282513;1489.0914032516068;128.0701689675574;3.4063731207954717;72642.8854024706;89447.57732193416;104072.49156384825;31429.606161377655
O048;O;35498.20825836298;20143.198721096138;5765.1736533265885;102737.12761107946;0.17763454836780568;0.8811232380899431;0.09296324879775704;0.0685403827320598;0.10939667502141372;647.7769083491219;158.59955223304885;1.7622925112278922;20066.458802297006;31219.539605951166;45341.716468516854;25275.257666219848
O049;O;23550.347798181167;18871.242510150416;1307.887475403704;104621.32729358246;2.7368028442972685;1.6353323886826556;0.10186765733244013;0.07510546707305071;0.11819130035171739;478.9636890609167;218.43269058393332;1.247948977684642;10098.646320914613;18596.892430463908;30094.81733423675;19996.17101332214
O050;O;9364.308092966168;6282.737083738248;219.84696166348962;25510.98847297862;-0.4246099989484051;0.7438483634742654;0.05850171595859865;0.04313242118945122;0.07265023976332373;178.97205171634923;142.541744525624;1.4904822481278137;4615.566957258305;7879.884748509586;13010.352518653826;8394.785561395522
O051;O;144180.05654584456;29663.024503862187;83305.801201883;241407.05253935157;0.2708452279457618;0.7237004997679771;0.20849180777718504;0.15371782383203553;0.20252756945308437;2336.2106138600293;103.33274367779887;4.860598639463485;123476.81593175502;138224.2611275216;163411.65032796277;39934.83439620775
O052;O;72345.0209261561;16071.1487161237;38268.46559892213;114386.2665762993;-0.35189963465817975;0.22803659416712657;0.168002401885247;0.12386560360181796;0.17491285142654628;1176.1787456754912;97.25245163362149;4.501546355150986;59791.51506647423;72698.84823890438;82847.32581788985;23055.81075141562
O053;O;75981.8912843695;24766.977337364016;24257.87506172262;163510.07041648187;0.3864132810635108;0.552276593236919;0.11630700725034335;0.08575137911435947;0.13185581153734977;1268.3564971742928;128.91491531029146;3.067870990043727;58503.87982010373;72664.9650509752;92258.04209620773;33754.162276104005
O054;O;12726.460184598767;9093.240372035205;565.649476994709;49235.96182100999;0.03814015254354963;0.8510659148968988;0.028009844661712063;0.020651230440061886;0.03643763924732633;248.24310081392045;198.33768455026097;1.3995517179703008;5436.408283676019;9668.547151997542;19601.304364563854;14164.896080887835
O055;O;10198.792193603373;6615.297937275776;637.5487098537949;41296.73142688619;1.316479600133377;1.2021877592343224;0.07588179639906548;0.05594648890663198;0.09172666309607178;192.93407927032143;214.04581079232258;1.5416980898374024;5341.613567656928;8205.742401928284;13840.076141127991;8498.462573471063
O056;O;17403.947008238923;10289.192901205259;1363.326202562053;47630.137916507934;-0.3967049714374493;0.6403847041639535;0.04035854016522722;0.029755734929722267;0.051530266072611304;320.87916933920604;148.4363662951191;1.6914783477526458;8550.240291507329;15672.362914835607;23882.747978250172;15332.507686742843
O057;O;12548.548792630805;7692.345263306605;1221.5406755683139;39139.80240691353;-0.10829304464771639;0.6564698771776658;0.08510552455985183;0.06274700272830502;0.1013995893550909;233.59972031818336;167.55072460532776;1.63130337538135;6375.776146969294;11084.697281276849;17462.063279581616;11086.287132612322
O058;O;156344.2413296452;35325.557737117866;75485.87686583697;238317.27594781521;-0.6674522935676275;0.13731999739939466;0.17924590753754405;0.13215526850299888;0.18310410417164794;2543.8926134590033;93.68212898883668;4.425810980625185;129808.85995725427;155925.85936086066;180804.0945818177;50995.23462456344
O059;O;12779.585008203196;10245.340542217222;784.1802197324226;63122.59568034219;8.634166740296788;2.552480937191431;0.05712687396031714;0.042118771193598255;0.07109328014473107;259.95775466128515;242.81866783542762;1.247355805845916;6281.887708291999;9996.068618856862;16860.479699288735;10578.591990996736
O060;O;16378.479261179551;14343.55585679532;1178.481480561415;94558.44622548683;9.903434756812244;2.808976139991377;0.04641508679003413;0.03422113420381527;0.0587190917265108;345.53363888116957;273.65916248173414;1.1418702185637029;7420.729324118309;12353.706514354353;20772.11212081659;13351.38279669828
O061;O;23334.344890238117;17269.366162235605;1408.6871567755231;104570.54509368908;5.958326804883768;2.214852824026165;0.07213467423236125;0.05318379299431047;0.08770820214138683;460.730626398167;226.9667764680319;1.3511986873765707;12634.53868515242;19186.192444688553;27722.06238957839;15087.52370442597
O062;O;156690.54904631843;39341.868411174495;53026.02242942232;271778.62404135393;-0.08887090406371234;0.29878020949133166;0.17300196604781787;0.12755170585865266;0.17860565349063903;2564.0269988852137;105.99678714752913;3.982793786220197;129693.43638265593;154667.45303396645;180991.18617624926;51297.749793593335
O063;O;13216.183537922827;8907.421041951267;1300.415772500445;45141.13411559667;1.2914455772858533;1.366641304264031;0.03738674583893839;0.027564676386061367;0.04795168639838205;252.94719081604265;178.46070545383455;1.4837272736607585;6944.280797196767;10482.627703309707;16510.754938290924;9566.474141094157
O064;O;85450.24211502359;38003.720969787544;6919.301631823584;204863.6041329159;0.4204048429625864;0.6970032145238612;0.10215373590948879;0.07531638843623387;0.11846916913473306;1484.2605538463217;138.0240171457977;2.2484704111725113;57717.19467496096;83072.7726258719;105612.9574801532;47895.76280519224
O065;O;33017.33379232602;20143.136041653266;3567.3069535365094;110729.76926748033;2.2022332470896355;1.3816747776991622;0.05702422217566166;0.042043087601432466;0.07097674662466052;613.839192495421;180.38888787360435;1.6391357196838994;20028.27928111355;29764.119613574563;40509.861593480586;20481.582312367034
O066;O;25319.373144301546;16432.0060667801;1826.6283975699723;82512.57351196017;2.002132778087936;1.4385290640956765;0.07793443548093215;0.057459868334539;0.09390611266400671;479.05277018764116;172.24109460767895;1.5408570956828371;14366.856199476775;22008.67153159516;30453.45817268455;16086.601973207775
O067;O;50491.925667739124;27471.74650964052;4469.081804614955;140264.28671559802;0.16244072638682416;0.8793175137421716;0.06873269794460443;0.050675567864232274;0.08401512449098297;912.2910255761094;153.74949745561892;1.8379583420377095;30236.32077595;44298.414259572324;64711.54434541737;34475.22356946737
O068;O;28793.096364579018;18055.616003896015;3125.843945704894;99207.26554745917;1.3838357711842706;1.2507135436233596;0.06739252579816862;0.049687479420342046;0.08254854132346894;539.3922476838915;183.92415903908054;1.5946892290114103;16705.94415544784;23977.49254804866;36421.99461125894;19716.0504558111
O069;O;22278.70277037327;18680.02309032062;893.1619182570605;97674.06633737445;2.4868264889699825;1.5895045787796755;0.06258956635638271;0.04614633081975109;0.0772378576671512;461.4302209570598;211.67678643758336;1.1926485670093936;9036.240785213447;16647.408775882446;28924.162030767155;19887.921245553705
O070;O;154840.4523849531;35659.10500681885;67544.03679152754;250643.4631140476;-0.4405783368961269;0.027817450815952258;0.1800655972238505;0.13275961318272483;0.1836853424091939;2521.8010368957976;99.3906574892111;4.342241689895022;128012.60543575858;154271.62233103934;180442.61282029471;52430.00738453613
O071;O;14387.97447927408;10239.688816331187;318.9665819015078;61630.137255612666;2.208978207961059;1.4582879924417793;0.06789548441096961;0.05005830311965965;0.08309972006600139;280.27740696369443;219.8897796410536;1.4051183329250037;6762.465211170369;12589.452816109238;18041.09120933395;11278.625998163581
O072;O;42435.73322257407;30045.167616410763;591.4192118795986;190973.9923134258;4.113230791711351;1.6989705991336674;0.07581147130373847;0.055894639288511745;0.09165172005060537;825.2171000869965;231.42272778071714;1.4123979524546084;20637.66745174778;36221.857382210954;57659.79610765504;37022.12865590726
O073;O;21056.62463912198;12393.238300862902;1021.7651472559266;63217.94074110848;0.08246131826894887;0.8606961648087891;0.081134715408918;0.05981938582075632;0.09727339390207035;387.7772987741131;163.02640959375503;1.6990413746547481;11296.037478355567;18214.42899789622;29210.00607612385;17913.968597768282
O074;O;153841.91840429645;31045.741095909234;83994.32186776417;237600.7183476467;-0.49443059928685074;0.15053107158545567;0.1813030423135372;0.13367196253748492;0.18455873256443792;2490.848433570328;95.38947257705078;4.955330843255906;133855.3036921682;150601.7919479261;175578.2129224965;41722.90923032828
O075;O;14394.399451545301;10549.603850299913;1087.6735709824568;51275.582606107826;0.26145363232081653;0.9883053206875332;0.06252302857871661;0.04609727353306679;0.07716368410970327;283.24001489462756;181.0322691346547;1.3644492869877844;6546.350229789644;10832.31493337;21634.728459006583;15088.378229216938
O076;O;80887.02773035612;36732.94890490611;11637.223289424957;188814.70764552685;-0.45046094867136643;0.3863060857827795;0.11432745637905628;0.08429188650722426;0.13002576961472023;1409.9342384491185;133.91738600036896;2.2020292446368965;51325.14280411386;76619.82040437753;107637.15382377894;56312.01101966508
O077;O;32556.384520908046;18209.4135488713;3380.23468497339;117381.48843177527;3.934542637950341;1.6648019849457614;0.06495749949986812;0.04789217174116191;0.07986680992354486;592.0337902372031;198.2682244956752;1.7878875908623666;20912.8508533398;28729.41862009166;39914.59784680951;19001.74699346971
O078;O;122120.57094650685;90261.59817321898;4395.338234391953;418808.6462254381;0.705444006127288;1.1547380824531295;0.16732117321912457;0.1233633441163985;0.1744033895742995;2410.1271407396916;173.77035391456636;1.3529626487683948;51300.39742015615;99913.64849284443;159930.01626983643;108629.61884968028
O079;O;24220.09952613664;19690.29185472883;539.3384969567123;116997.24247003991;7.633061541849193;2.440221588352565;0.09375764006392484;0.06912607527321225;0.11019278643553734;495.39969726013356;236.1673677176368;1.2300528455762798;11801.138526982142;19384.152498162897;30730.894156493625;18929.755629511485
O080;O;35397.25104481329;24771.65846237452;849.7360859119577;158339.18815129195;4.042703025498358;1.6582110137797463;0.06148329980014304;0.04533069739311278;0.07600249535607018;685.6941259660898;230.91810496145686;1.4289415098540093;19741.497589134877;29755.086784108164;46497.34772592598;26755.850136791105
O081;O;25782.249232375278;18354.02410305767;2244.2580613912187;93589.46536555566;1.8622014383030372;1.468941156667949;0.07750590794773957;0.057143921532807236;0.09345238427878602;502.285601280173;186.32719139673648;1.404719155189521;13000.900370560677;19960.976981244417;32369.101857867226;19368.20148730655
O082;O;25462.53228466241;18399.63090888847;1932.9580922685004;101379.39212912122;1.756424985773025;1.4175899462669947;0.0858092087139275;0.06326581830184158;0.10212484272009743;498.5841333394328;203.33457354548986;1.3838610356233834;12151.830311872804;18126.752635649224;34892.387703617635;22740.55739174483
O083;O;151002.690172161;27076.010547078004;71099.22937943498;207239.04100399298;-0.28632032171247435;-0.2647259674852224;0.18691677475030272;0.1378108816775459;0.1884595374028914;2434.787904033112;85.11584958209757;5.57699185076056;132250.73033241107;153063.4446326571;169609.33228689458;37358.601954483514
O084;O;13622.791957197962;11700.466877454668;164.13283969881235;71949.1765758976;8.594390876383802;2.577649399475867;0.07425755671784638;0.054748961810289355;0.08999113909997086;285.0080143199089;252.4461522514866;1.1642947328407358;6855.268931758971;11458.532289286764;16313.158491999688;9457.889560240717
O085;O;10725.224688158873;6245.694367956777;100.79217311288431;34549.25662689231;0.2408414348532335;0.86708331377419;0.03886186360314217;0.02865225817177695;0.04973222162311211;196.9791654580226;175.39548686053783;1.7172189441712202;5942.119061609251;9378.136014101967;13758.626865408385;7816.507803799134
O086;O;78827.18911848831;38255.78781995336;19048.779781791796;219266.44279098292;0.6790742574289075;0.8517546625256182;0.12462325186002421;0.09188281918140138;0.13939513963954944;1390.6154560522434;157.67582751701084;2.0605297553792323;47875.85114072659;75325.43191442532;98688.85644822771;50813.005307501124
O087;O;31356.27856714741;18226.03407086914;3366.3777842482114;108897.69174369005;0.4897615130868367;0.9721464888804618;0.0746233893478621;0.05501868461797332;0.09038288109098482;575.6180608905821;189.18393834829683;1.7204114973791513;17154.86554860312;26431.238650175073;40610.076255458465;23455.210706855345
O088;O;34040.565621186906;22779.22383090575;1854.8391489630035;157235.18573832978;6.929503943848339;2.2162357972364632;0.06804752305412984;0.05017039888790173;0.08326615086314124;650.0635787833867;241.8766269487057;1.4943689861373728;19483.205578600922;28683.585909165264;42243.53042973965;22760.32485113873
O089;O;19564.016294760557;12608.572912284695;652.2308832581435;77071.55235301374;3.5589093800304665;1.5463623538886906;0.07217923865944137;0.05321664966539078;0.08775629681076058;369.3983277583208;208.6407722003492;1.551643983094953;11229.575255654774;17841.99888901353;24602.62426743775;13373.049011782976
O090;O;15977.746195573342;9876.828644025323;1211.2805289563062;60965.36314395936;1.2651719392435101;1.238007178847807;0.07034036577549896;0.05186087678857132;0.08576567784697868;298.1217937652036;204.4981763123792;1.617700050434567;8738.984313472676;13074.832155228261;20958.205565460856;12219.22125198818
O091;O;13440.663300166038;11476.122222098393;837.1728115586018;60155.124794650685;2.808577378487703;1.675778579644538;0.0574384608979321;0.042348499481224065;0.07144676157852499;280.49650617443183;214.45944413026712;1.1711850954571335;5534.942037270692;9760.109060767516;17860.529010772923;12325.586973502232
O092;O;18770.5967763693;15907.926418028266;54.586150739524086;77146.32164342616;1.9406404147982634;1.506768399120639;0.049489479233633074;0.03648783677152833;0.06231492178851515;390.5035908595053;197.555985269241;1.1799524515713629;7369.794093203858;13674.470923076908;25422.52149586666;18052.7274026628
O093;O;22079.657542446774;15520.022660491495;579.8704200764864;76494.84726241813;0.6533509251455136;1.0640440018323483;0.049903933809429805;0.036793407796826307;0.06279693415335148;428.33588734353305;178.58612720224372;1.4226562696105978;9985.446181940466;18788.662544284973;29580.738833263727;19595.29265132326
O094;O;85136.48476577456;32419.563905611645;23792.11895211746;195991.53999165204;0.8580256105452997;0.9194847475715892;0.06096749014988331;0.04495039882025841;0.07542493408976393;1445.8530260098746;135.55426206253517;2.6260835899473003;62809.97406366949;80134.89742576421;101503.16558223171;38693.19151856222
O095;O;18482.577260893013;13216.515897873647;483.16136532500104;71829.29264262828;1.5379658246089436;1.3100412808610749;0.01921239970035933;0.014165008707136653;0.02532531399348147;360.6186800680349;199.1835049395579;1.3984455058890823;8657.320220851878;15300.777275703169;24038.025641444925;15380.705420593047
O096;O;76287.8577606823;23171.55934454765;29796.349008747184;170164.539551623;3.094271476998249;1.2255693612600373;0.1244275873074624;0.09173855869682153;0.1392205041841973;1265.3847598543036;134.4765204626107;3.29230573680114;60933.767210357146;74645.01950223817;88281.59339009628;27347.82617973914
